# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Angle of attack (rad),Pitch rate (rad/s),Mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CG location (cm),Thrust (N),Drag force (N),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s)
2.459,17.526,-14.689,9.1212,0.93334,-0.78842,1054.2,0.081972,2.4587e-4,54.743,9.655,0.039026,14.886,1011.2,340.32,1.223
2.46,17.529,-14.705,9.1207,0.93375,-0.78914,1054.2,0.081972,2.4587e-4,54.743,9.6544,0.038982,14.886,1011.2,340.32,1.223
2.461,17.533,-14.722,9.1202,0.93415,-0.78992,1054.2,0.081973,2.4587e-4,54.743,9.6538,0.038938,14.886,1011.2,340.32,1.223
2.462,17.536,-14.738,9.1196,0.93456,-0.7907,1054.2,0.081974,2.4587e-4,54.743,9.6531,0.038893,14.886,1011.2,340.32,1.223
2.463,17.539,-14.754,9.1191,0.93497,-0.79145,1054.2,0.081974,2.4587e-4,54.743,9.6525,0.038849,14.886,1011.2,340.32,1.223
2.464,17.543,-14.771,9.1186,0.93537,-0.79226,1054.2,0.081975,2.4587e-4,54.743,9.6518,0.038805,14.886,1011.2,340.32,1.223
2.465,17.546,-14.787,9.1181,0.93578,-0.79306,1054.2,0.081975,2.4587e-4,54.743,9.6512,0.038761,14.886,1011.2,340.32,1.223
2.466,17.549,-14.803,9.1175,0.93619,-0.79387,1054.2,0.081976,2.4587e-4,54.743,9.6505,0.038717,14.886,1011.2,340.32,1.223
2.467,17.552,-14.82,9.117,0.93659,-0.79473,1054.2,0.081977,2.4587e-4,54.743,9.6499,0.038673,14.886,1011.2,340.32,1.223
2.468,17.556,-14.836,9.1165,0.937,-0.79561,1054.2,0.081978,2.4587e-4,54.743,9.6493,0.038629,14.886,1011.2,340.32,1.223
2.469,17.559,-14.852,9.116,0.93741,-0.79633,1054.2,0.081978,2.4587e-4,54.743,9.6486,0.038585,14.886,1011.2,340.32,1.223
2.47,17.562,-14.869,9.1154,0.93782,-0.79726,1054.2,0.081979,2.4587e-4,54.743,9.648,0.038541,14.886,1011.2,340.32,1.223
2.471,17.565,-14.885,9.1149,0.93823,-0.79812,1054.2,0.08198,2.4587e-4,54.743,9.6473,0.038497,14.886,1011.2,340.32,1.223
2.472,17.568,-14.901,9.1144,0.93864,-0.79902,1054.2,0.081981,2.4587e-4,54.743,9.6467,0.038453,14.886,1011.2,340.32,1.223
2.473,17.571,-14.917,9.1139,0.93905,-0.79986,1054.2,0.081982,2.4587e-4,54.743,9.646,0.038409,14.886,1011.2,340.32,1.223
2.474,17.575,-14.933,9.1133,0.93946,-0.80065,1054.2,0.081983,2.4587e-4,54.743,9.6454,0.038365,14.886,1011.2,340.32,1.223
2.475,17.578,-14.949,9.1128,0.93987,-0.80153,1054.2,0.081984,2.4586e-4,54.743,9.6447,0.038322,14.886,1011.2,340.32,1.223
2.476,17.581,-14.966,9.1123,0.94028,-0.80254,1054.2,0.081985,2.4586e-4,54.743,9.6441,0.038278,14.886,1011.2,340.32,1.223
2.477,17.584,-14.982,9.1118,0.94069,-0.80335,1054.2,0.081986,2.4586e-4,54.743,9.6435,0.038234,14.886,1011.2,340.32,1.223
2.478,17.587,-14.998,9.1112,0.9411,-0.8043,1054.1,0.081987,2.4586e-4,54.743,9.6428,0.038191,14.886,1011.2,340.32,1.223
2.479,17.59,-15.014,9.1107,0.94151,-0.80519,1054.1,0.081989,2.4586e-4,54.743,9.6422,0.038147,14.886,1011.2,340.32,1.223
2.48,17.593,-15.03,9.1102,0.94193,-0.80618,1054.1,0.08199,2.4586e-4,54.743,9.6415,0.038104,14.886,1011.2,340.32,1.223
2.481,17.596,-15.046,9.1097,0.94234,-0.80701,1054.1,0.081991,2.4586e-4,54.743,9.6409,0.03806,14.886,1011.2,340.32,1.223
2.482,17.599,-15.062,9.1091,0.94275,-0.808,1054.1,0.081992,2.4586e-4,54.743,9.6402,0.038017,14.886,1011.2,340.32,1.223
2.483,17.602,-15.078,9.1086,0.94317,-0.809,1054.1,0.081994,2.4586e-4,54.743,9.6396,0.037973,14.886,1011.2,340.32,1.223
2.484,17.605,-15.094,9.1081,0.94358,-0.81003,1054.1,0.081995,2.4586e-4,54.743,9.639,0.03793,14.886,1011.2,340.32,1.223
2.485,17.608,-15.11,9.1076,0.944,-0.81087,1054.1,0.081996,2.4586e-4,54.743,9.6383,0.037886,14.886,1011.2,340.32,1.223
2.486,17.611,-15.126,9.107,0.94441,-0.8118,1054.1,0.081998,2.4586e-4,54.743,9.6377,0.037843,14.886,1011.2,340.32,1.223
2.487,17.614,-15.142,9.1065,0.94483,-0.81293,1054.1,0.081999,2.4586e-4,54.744,9.637,0.037799,14.886,1011.2,340.32,1.223
2.488,17.617,-15.157,9.106,0.94524,-0.81383,1054.1,0.082001,2.4586e-4,54.744,9.6364,0.037756,14.885,1011.2,340.32,1.223
2.489,17.62,-15.173,9.1055,0.94566,-0.81492,1054.1,0.082002,2.4586e-4,54.744,9.6357,0.037713,14.885,1011.2,340.32,1.223
2.49,17.622,-15.189,9.1049,0.94608,-0.81584,1054.1,0.082004,2.4586e-4,54.744,9.6351,0.037669,14.885,1011.2,340.32,1.223
2.491,17.625,-15.205,9.1044,0.94649,-0.81691,1054.1,0.082006,2.4586e-4,54.744,9.6344,0.037626,14.885,1011.2,340.32,1.223
2.492,17.628,-15.221,9.1039,0.94691,-0.81792,1054.1,0.082007,2.4586e-4,54.744,9.6338,0.037583,14.885,1011.2,340.32,1.223
2.493,17.631,-15.236,9.1034,0.94733,-0.81901,1054.1,0.082009,2.4585e-4,54.744,9.6332,0.037539,14.885,1011.2,340.32,1.223
2.494,17.634,-15.252,9.1028,0.94775,-0.82004,1054.1,0.082011,2.4585e-4,54.744,9.6325,0.037496,14.885,1011.2,340.32,1.223
2.495,17.637,-15.268,9.1023,0.94817,-0.82115,1054.1,0.082012,2.4585e-4,54.744,9.6319,0.037453,14.885,1011.2,340.32,1.223
2.496,17.639,-15.284,9.1018,0.94859,-0.8222,1054.1,0.082014,2.4585e-4,54.744,9.6312,0.03741,14.885,1011.2,340.32,1.223
2.497,17.642,-15.299,9.1013,0.94901,-0.8233,1054.1,0.082016,2.4585e-4,54.745,9.6306,0.037366,14.885,1011.2,340.32,1.223
2.498,17.645,-15.315,9.1007,0.94943,-0.82429,1054,0.082018,2.4585e-4,54.745,9.6299,0.037323,14.885,1011.2,340.32,1.223
2.499,17.648,-15.33,9.1002,0.94985,-0.82543,1054,0.08202,2.4585e-4,54.745,9.6293,0.03728,14.885,1011.2,340.32,1.223
2.5,17.65,-15.346,9.0997,0.95028,-0.82655,1054,0.082022,2.4585e-4,54.745,9.6287,0.037237,14.885,1011.2,340.32,1.223
2.501,17.653,-15.362,9.0992,0.9507,-0.82758,1054,0.082024,2.4585e-4,54.745,9.628,0.037193,14.885,1011.2,340.32,1.223
2.502,17.656,-15.377,9.0986,0.95112,-0.82872,1054,0.082026,2.4585e-4,54.745,9.6274,0.03715,14.885,1011.2,340.32,1.223
2.503,17.659,-15.393,9.0981,0.95155,-0.82977,1054,0.082028,2.4585e-4,54.745,9.6267,0.037107,14.885,1011.2,340.32,1.223
2.504,17.661,-15.408,9.0976,0.95197,-0.83104,1054,0.08203,2.4585e-4,54.746,9.6261,0.037064,14.885,1011.2,340.32,1.223
2.505,17.664,-15.424,9.0971,0.9524,-0.83212,1054,0.082032,2.4585e-4,54.746,9.6254,0.037021,14.885,1011.2,340.32,1.223
2.506,17.667,-15.439,9.0965,0.95282,-0.8333,1054,0.082034,2.4585e-4,54.746,9.6248,0.036977,14.885,1011.2,340.32,1.223
2.507,17.669,-15.455,9.096,0.95325,-0.83431,1054,0.082036,2.4585e-4,54.746,9.6241,0.036934,14.885,1011.2,340.32,1.223
2.508,17.672,-15.47,9.0955,0.95368,-0.83552,1054,0.082039,2.4585e-4,54.746,9.6235,0.036891,14.885,1011.2,340.32,1.223
2.509,17.674,-15.485,9.095,0.9541,-0.83683,1054,0.082041,2.4585e-4,54.746,9.6229,0.036848,14.885,1011.2,340.32,1.223
2.51,17.677,-15.501,9.0944,0.95453,-0.83803,1054,0.082043,2.4585e-4,54.747,9.6222,0.036805,14.885,1011.2,340.32,1.223
2.511,17.679,-15.516,9.0939,0.95496,-0.83914,1054,0.082046,2.4585e-4,54.747,9.6216,0.036761,14.885,1011.2,340.32,1.223
2.512,17.682,-15.531,9.0934,0.95539,-0.84045,1054,0.082048,2.4584e-4,54.747,9.6209,0.036718,14.885,1011.2,340.32,1.223
2.513,17.685,-15.547,9.0929,0.95582,-0.84155,1054,0.08205,2.4584e-4,54.747,9.6203,0.036675,14.885,1011.2,340.32,1.223
2.514,17.687,-15.562,9.0923,0.95625,-0.84281,1054,0.082053,2.4584e-4,54.747,9.6196,0.036632,14.885,1011.2,340.32,1.223
2.515,17.69,-15.577,9.0918,0.95668,-0.84411,1054,0.082055,2.4584e-4,54.748,9.619,0.036588,14.885,1011.2,340.32,1.223
2.516,17.692,-15.593,9.0913,0.95712,-0.84516,1054,0.082058,2.4584e-4,54.748,9.6183,0.036545,14.885,1011.2,340.32,1.223
2.517,17.695,-15.608,9.0908,0.95755,-0.84645,1053.9,0.082061,2.4584e-4,54.748,9.6177,0.036502,14.885,1011.2,340.32,1.223
2.518,17.697,-15.623,9.0902,0.95798,-0.84782,1053.9,0.082063,2.4584e-4,54.748,9.6171,0.036459,14.885,1011.2,340.32,1.223
2.519,17.699,-15.638,9.0897,0.95842,-0.84898,1053.9,0.082066,2.4584e-4,54.748,9.6164,0.036415,14.885,1011.2,340.32,1.223
2.52,17.702,-15.653,9.0892,0.95885,-0.85024,1053.9,0.082069,2.4584e-4,54.749,9.6158,0.036372,14.885,1011.2,340.32,1.223
2.521,17.704,-15.668,9.0887,0.95929,-0.85156,1053.9,0.082071,2.4584e-4,54.749,9.6151,0.036328,14.885,1011.2,340.32,1.223
2.522,17.707,-15.683,9.0881,0.95972,-0.8528,1053.9,0.082074,2.4584e-4,54.749,9.6145,0.036285,14.885,1011.2,340.32,1.223
2.523,17.709,-15.698,9.0876,0.96016,-0.85427,1053.9,0.082077,2.4584e-4,54.749,9.6138,0.036242,14.885,1011.2,340.32,1.223
2.524,17.711,-15.713,9.0871,0.9606,-0.85546,1053.9,0.08208,2.4584e-4,54.75,9.6132,0.036198,14.885,1011.2,340.32,1.223
2.525,17.714,-15.728,9.0866,0.96104,-0.8568,1053.9,0.082083,2.4584e-4,54.75,9.6126,0.036155,14.885,1011.2,340.32,1.223
2.526,17.716,-15.743,9.086,0.96148,-0.85818,1053.9,0.082085,2.4584e-4,54.75,9.6119,0.036111,14.885,1011.2,340.32,1.223
2.527,17.718,-15.758,9.0855,0.96192,-0.85945,1053.9,0.082088,2.4584e-4,54.75,9.6113,0.036068,14.885,1011.2,340.32,1.223
2.528,17.721,-15.773,9.085,0.96236,-0.86083,1053.9,0.082091,2.4584e-4,54.751,9.6106,0.036024,14.885,1011.2,340.32,1.223
2.529,17.723,-15.788,9.0845,0.9628,-0.86207,1053.9,0.082094,2.4584e-4,54.751,9.61,0.035981,14.885,1011.2,340.32,1.223
2.53,17.725,-15.803,9.0839,0.96324,-0.86365,1053.9,0.082097,2.4583e-4,54.751,9.6093,0.035937,14.885,1011.2,340.32,1.223
2.531,17.727,-15.818,9.0834,0.96368,-0.86483,1053.9,0.082101,2.4583e-4,54.751,9.6087,0.035894,14.885,1011.2,340.32,1.223
2.532,17.73,-15.833,9.0829,0.96413,-0.86625,1053.9,0.082104,2.4583e-4,54.752,9.608,0.03585,14.885,1011.2,340.32,1.223
2.533,17.732,-15.847,9.0824,0.96457,-0.86766,1053.9,0.082107,2.4583e-4,54.752,9.6074,0.035806,14.885,1011.2,340.32,1.223
2.534,17.734,-15.862,9.0818,0.96502,-0.86909,1053.9,0.08211,2.4583e-4,54.752,9.6068,0.035762,14.885,1011.2,340.32,1.223
2.535,17.736,-15.877,9.0813,0.96546,-0.87055,1053.9,0.082113,2.4583e-4,54.753,9.6061,0.035719,14.885,1011.2,340.32,1.223
2.536,17.738,-15.892,9.0808,0.96591,-0.87185,1053.8,0.082117,2.4583e-4,54.753,9.6055,0.035675,14.885,1011.2,340.32,1.223
2.537,17.741,-15.906,9.0803,0.96636,-0.87349,1053.8,0.08212,2.4583e-4,54.753,9.6048,0.035631,14.885,1011.2,340.32,1.223
2.538,17.743,-15.921,9.0797,0.96681,-0.87489,1053.8,0.082123,2.4583e-4,54.753,9.6042,0.035587,14.885,1011.2,340.32,1.223
2.539,17.745,-15.936,9.0792,0.96726,-0.87629,1053.8,0.082127,2.4583e-4,54.754,9.6035,0.035543,14.885,1011.2,340.32,1.223
2.54,17.747,-15.95,9.0787,0.96771,-0.8777,1053.8,0.08213,2.4583e-4,54.754,9.6029,0.035499,14.885,1011.2,340.32,1.223
2.541,17.749,-15.965,9.0782,0.96816,-0.87922,1053.8,0.082134,2.4583e-4,54.754,9.6023,0.035455,14.885,1011.2,340.32,1.223
2.542,17.751,-15.979,9.0776,0.96861,-0.88072,1053.8,0.082137,2.4583e-4,54.755,9.6016,0.035411,14.885,1011.2,340.32,1.223
2.543,17.753,-15.994,9.0771,0.96906,-0.88221,1053.8,0.082141,2.4583e-4,54.755,9.601,0.035367,14.885,1011.2,340.32,1.223
2.544,17.755,-16.008,9.0766,0.96951,-0.88375,1053.8,0.082144,2.4583e-4,54.755,9.6003,0.035323,14.885,1011.2,340.32,1.223
2.545,17.757,-16.023,9.0761,0.96997,-0.88521,1053.8,0.082148,2.4583e-4,54.756,9.5997,0.035279,14.885,1011.2,340.32,1.223
2.546,17.759,-16.037,9.0755,0.97042,-0.88664,1053.8,0.082152,2.4583e-4,54.756,9.599,0.035235,14.885,1011.2,340.32,1.223
2.547,17.761,-16.052,9.075,0.97088,-0.88834,1053.8,0.082155,2.4583e-4,54.756,9.5984,0.03519,14.885,1011.2,340.32,1.223
2.548,17.763,-16.066,9.0745,0.97134,-0.88975,1053.8,0.082159,2.4583e-4,54.757,9.5977,0.035146,14.885,1011.2,340.32,1.223
2.549,17.765,-16.081,9.074,0.9718,-0.89133,1053.8,0.082163,2.4582e-4,54.757,9.5971,0.035102,14.885,1011.2,340.32,1.223
2.55,17.767,-16.095,9.0734,0.97225,-0.89291,1053.8,0.082167,2.4582e-4,54.757,9.5965,0.035057,14.885,1011.2,340.32,1.223
2.551,17.769,-16.109,9.0729,0.97271,-0.89443,1053.8,0.082171,2.4582e-4,54.758,9.5958,0.035013,14.885,1011.2,340.32,1.223
2.552,17.771,-16.123,9.0724,0.97317,-0.89597,1053.8,0.082174,2.4582e-4,54.758,9.5952,0.034968,14.884,1011.2,340.32,1.223
2.553,17.773,-16.138,9.0719,0.97364,-0.89759,1053.8,0.082178,2.4582e-4,54.758,9.5945,0.034923,14.884,1011.2,340.32,1.223
2.554,17.775,-16.152,9.0713,0.9741,-0.8991,1053.8,0.082182,2.4582e-4,54.759,9.5939,0.034879,14.884,1011.2,340.32,1.223
2.555,17.777,-16.166,9.0708,0.97456,-0.90088,1053.8,0.082186,2.4582e-4,54.759,9.5932,0.034834,14.884,1011.2,340.32,1.223
2.556,17.778,-16.18,9.0703,0.97503,-0.90251,1053.7,0.08219,2.4582e-4,54.76,9.5926,0.034789,14.884,1011.2,340.32,1.223
2.557,17.78,-16.194,9.0698,0.97549,-0.904,1053.7,0.082194,2.4582e-4,54.76,9.592,0.034744,14.884,1011.2,340.32,1.223
2.558,17.782,-16.209,9.0692,0.97596,-0.90569,1053.7,0.082199,2.4582e-4,54.76,9.5913,0.034699,14.884,1011.2,340.32,1.223
2.559,17.784,-16.223,9.0687,0.97643,-0.90735,1053.7,0.082203,2.4582e-4,54.761,9.5907,0.034654,14.884,1011.2,340.32,1.223
2.56,17.786,-16.237,9.0682,0.97689,-0.90897,1053.7,0.082207,2.4582e-4,54.761,9.59,0.034609,14.884,1011.2,340.32,1.223
2.561,17.787,-16.251,9.0677,0.97736,-0.91063,1053.7,0.082211,2.4582e-4,54.762,9.5894,0.034564,14.884,1011.2,340.32,1.223
2.562,17.789,-16.265,9.0671,0.97783,-0.91235,1053.7,0.082215,2.4582e-4,54.762,9.5887,0.034519,14.884,1011.2,340.32,1.223
2.563,17.791,-16.279,9.0666,0.9783,-0.91395,1053.7,0.08222,2.4582e-4,54.762,9.5881,0.034474,14.884,1011.2,340.32,1.223
2.564,17.793,-16.293,9.0661,0.97878,-0.91579,1053.7,0.082224,2.4582e-4,54.763,9.5874,0.034428,14.884,1011.2,340.32,1.223
2.565,17.794,-16.307,9.0656,0.97925,-0.91733,1053.7,0.082228,2.4582e-4,54.763,9.5868,0.034383,14.884,1011.2,340.32,1.223
2.566,17.796,-16.32,9.065,0.97972,-0.91917,1053.7,0.082233,2.4582e-4,54.764,9.5862,0.034338,14.884,1011.2,340.32,1.223
2.567,17.798,-16.334,9.0645,0.9802,-0.92095,1053.7,0.082237,2.4581e-4,54.764,9.5855,0.034292,14.884,1011.2,340.32,1.223
2.568,17.799,-16.348,9.064,0.98068,-0.92264,1053.7,0.082242,2.4581e-4,54.765,9.5849,0.034246,14.884,1011.2,340.32,1.223
2.569,17.801,-16.362,9.0635,0.98115,-0.92437,1053.7,0.082246,2.4581e-4,54.765,9.5842,0.034201,14.884,1011.2,340.32,1.223
2.57,17.803,-16.376,9.063,0.98163,-0.92603,1053.7,0.082251,2.4581e-4,54.765,9.5836,0.034155,14.884,1011.2,340.32,1.223
2.571,17.804,-16.389,9.0624,0.98211,-0.92799,1053.7,0.082256,2.4581e-4,54.766,9.5829,0.034109,14.884,1011.2,340.32,1.223
2.572,17.806,-16.403,9.0619,0.98259,-0.92956,1053.7,0.08226,2.4581e-4,54.766,9.5823,0.034063,14.884,1011.2,340.32,1.223
2.573,17.807,-16.417,9.0614,0.98307,-0.93136,1053.7,0.082265,2.4581e-4,54.767,9.5817,0.034017,14.884,1011.2,340.32,1.223
2.574,17.809,-16.43,9.0609,0.98355,-0.9332,1053.7,0.08227,2.4581e-4,54.767,9.581,0.033971,14.884,1011.2,340.32,1.223
2.575,17.81,-16.444,9.0603,0.98404,-0.93509,1053.6,0.082274,2.4581e-4,54.768,9.5804,0.033925,14.884,1011.2,340.32,1.223
2.576,17.812,-16.458,9.0598,0.98452,-0.93695,1053.6,0.082279,2.4581e-4,54.768,9.5797,0.033878,14.884,1011.2,340.32,1.223
2.577,17.813,-16.471,9.0593,0.98501,-0.93871,1053.6,0.082284,2.4581e-4,54.769,9.5791,0.033832,14.884,1011.2,340.32,1.223
2.578,17.815,-16.485,9.0588,0.9855,-0.94061,1053.6,0.082289,2.4581e-4,54.769,9.5784,0.033785,14.884,1011.2,340.32,1.223
2.579,17.816,-16.498,9.0582,0.98598,-0.94238,1053.6,0.082294,2.4581e-4,54.77,9.5778,0.033739,14.884,1011.2,340.32,1.223
2.58,17.818,-16.512,9.0577,0.98647,-0.94423,1053.6,0.082299,2.4581e-4,54.77,9.5771,0.033692,14.884,1011.2,340.32,1.223
2.581,17.819,-16.525,9.0572,0.98696,-0.94619,1053.6,0.082304,2.4581e-4,54.771,9.5765,0.033645,14.884,1011.2,340.32,1.223
2.582,17.821,-16.538,9.0567,0.98745,-0.94791,1053.6,0.082309,2.4581e-4,54.771,9.5759,0.033598,14.884,1011.2,340.32,1.223
2.583,17.822,-16.552,9.0562,0.98795,-0.9499,1053.6,0.082314,2.4581e-4,54.772,9.5752,0.033552,14.884,1011.2,340.32,1.223
2.584,17.824,-16.565,9.0556,0.98844,-0.95178,1053.6,0.082319,2.4581e-4,54.772,9.5746,0.033504,14.884,1011.2,340.32,1.223
2.585,17.825,-16.578,9.0551,0.98894,-0.95379,1053.6,0.082324,2.458e-4,54.773,9.5739,0.033457,14.884,1011.2,340.32,1.223
2.586,17.826,-16.592,9.0546,0.98943,-0.95566,1053.6,0.082329,2.458e-4,54.773,9.5733,0.03341,14.884,1011.2,340.32,1.223
2.587,17.828,-16.605,9.0541,0.98993,-0.95764,1053.6,0.082335,2.458e-4,54.774,9.5726,0.033363,14.884,1011.2,340.32,1.223
2.588,17.829,-16.618,9.0535,0.99043,-0.95957,1053.6,0.08234,2.458e-4,54.774,9.572,0.033315,14.884,1011.2,340.32,1.223
2.589,17.83,-16.631,9.053,0.99093,-0.96136,1053.6,0.082345,2.458e-4,54.775,9.5713,0.033268,14.884,1011.2,340.32,1.223
2.59,17.832,-16.645,9.0525,0.99143,-0.96341,1053.6,0.082351,2.458e-4,54.775,9.5707,0.03322,14.884,1011.2,340.32,1.223
2.591,17.833,-16.658,9.052,0.99193,-0.96543,1053.6,0.082356,2.458e-4,54.776,9.5701,0.033172,14.884,1011.2,340.32,1.223
2.592,17.834,-16.671,9.0515,0.99243,-0.96728,1053.6,0.082361,2.458e-4,54.776,9.5694,0.033124,14.884,1011.2,340.32,1.223
2.593,17.835,-16.684,9.0509,0.99294,-0.96937,1053.6,0.082367,2.458e-4,54.777,9.5688,0.033077,14.884,1011.2,340.32,1.223
2.594,17.836,-16.697,9.0504,0.99344,-0.97129,1053.6,0.082372,2.458e-4,54.777,9.5681,0.033028,14.884,1011.2,340.32,1.223
2.595,17.838,-16.71,9.0499,0.99395,-0.97341,1053.5,0.082378,2.458e-4,54.778,9.5675,0.03298,14.884,1011.2,340.32,1.223
2.596,17.839,-16.723,9.0494,0.99446,-0.97536,1053.5,0.082384,2.458e-4,54.779,9.5668,0.032932,14.884,1011.2,340.32,1.223
2.597,17.84,-16.736,9.0489,0.99496,-0.97743,1053.5,0.082389,2.458e-4,54.779,9.5662,0.032884,14.884,1011.2,340.32,1.223
2.598,17.841,-16.749,9.0483,0.99547,-0.9796,1053.5,0.082395,2.458e-4,54.78,9.5656,0.032835,14.884,1011.2,340.32,1.223
2.599,17.842,-16.761,9.0478,0.99599,-0.98148,1053.5,0.082401,2.458e-4,54.78,9.5649,0.032786,14.884,1011.2,340.32,1.223
2.6,17.843,-16.774,9.0473,0.9965,-0.98373,1053.5,0.082406,2.458e-4,54.781,9.5643,0.032738,14.884,1011.2,340.32,1.223
2.601,17.845,-16.787,9.0468,0.99701,-0.98567,1053.5,0.082412,2.458e-4,54.781,9.5636,0.032689,14.884,1011.2,340.32,1.223
2.602,17.846,-16.8,9.0463,0.99753,-0.98787,1053.5,0.082418,2.458e-4,54.782,9.563,0.03264,14.884,1011.2,340.32,1.223
2.603,17.847,-16.813,9.0457,0.99804,-0.98998,1053.5,0.082424,2.458e-4,54.783,9.5623,0.032591,14.884,1011.2,340.32,1.223
2.604,17.848,-16.825,9.0452,0.99856,-0.99215,1053.5,0.08243,2.4579e-4,54.783,9.5617,0.032541,14.884,1011.2,340.32,1.223
2.605,17.849,-16.838,9.0447,0.99908,-0.99413,1053.5,0.082436,2.4579e-4,54.784,9.561,0.032492,14.884,1011.2,340.32,1.223
2.606,17.85,-16.851,9.0442,0.9996,-0.99631,1053.5,0.082442,2.4579e-4,54.784,9.5604,0.032443,14.884,1011.2,340.32,1.223
2.607,17.851,-16.863,9.0437,1.0001,-0.99846,1053.5,0.082448,2.4579e-4,54.785,9.5598,0.032393,14.884,1011.2,340.32,1.223
2.608,17.852,-16.876,9.0431,1.0006,-1.0007,1053.5,0.082454,2.4579e-4,54.786,9.5591,0.032343,14.884,1011.2,340.32,1.223
2.609,17.853,-16.888,9.0426,1.0012,-1.0028,1053.5,0.08246,2.4579e-4,54.786,9.5585,0.032293,14.884,1011.2,340.32,1.223
2.61,17.854,-16.901,9.0421,1.0017,-1.0049,1053.5,0.082466,2.4579e-4,54.787,9.5578,0.032243,14.884,1011.2,340.32,1.223
2.611,17.855,-16.913,9.0416,1.0022,-1.0072,1053.5,0.082472,2.4579e-4,54.787,9.5572,0.032193,14.884,1011.2,340.32,1.223
2.612,17.856,-16.926,9.0411,1.0028,-1.0092,1053.5,0.082478,2.4579e-4,54.788,9.5565,0.032143,14.884,1011.2,340.32,1.223
2.613,17.857,-16.938,9.0405,1.0033,-1.0115,1053.5,0.082485,2.4579e-4,54.789,9.5559,0.032093,14.884,1011.2,340.32,1.223
2.614,17.857,-16.95,9.04,1.0038,-1.0137,1053.4,0.082491,2.4579e-4,54.789,9.5553,0.032042,14.884,1011.2,340.32,1.223
2.615,17.858,-16.963,9.0395,1.0043,-1.0161,1053.4,0.082497,2.4579e-4,54.79,9.5546,0.031992,14.884,1011.2,340.32,1.223
2.616,17.859,-16.975,9.039,1.0049,-1.0182,1053.4,0.082504,2.4579e-4,54.791,9.554,0.031941,14.884,1011.2,340.32,1.223
2.617,17.86,-16.987,9.0385,1.0054,-1.0205,1053.4,0.08251,2.4579e-4,54.791,9.5533,0.03189,14.884,1011.2,340.32,1.223
2.618,17.861,-17,9.0379,1.006,-1.0227,1053.4,0.082516,2.4579e-4,54.792,9.5527,0.031839,14.884,1011.2,340.32,1.223
2.619,17.862,-17.012,9.0374,1.0065,-1.025,1053.4,0.082523,2.4579e-4,54.793,9.552,0.031788,14.884,1011.2,340.32,1.223
2.62,17.862,-17.024,9.0369,1.007,-1.0272,1053.4,0.08253,2.4579e-4,54.793,9.5514,0.031736,14.884,1011.2,340.32,1.223
2.621,17.863,-17.036,9.0364,1.0076,-1.0297,1053.4,0.082536,2.4579e-4,54.794,9.5507,0.031685,14.884,1011.2,340.32,1.223
2.622,17.864,-17.048,9.0359,1.0081,-1.032,1053.4,0.082543,2.4578e-4,54.795,9.5501,0.031633,14.884,1011.2,340.32,1.223
2.623,17.865,-17.06,9.0354,1.0087,-1.0343,1053.4,0.082549,2.4578e-4,54.795,9.5495,0.031582,14.884,1011.2,340.32,1.223
2.624,17.865,-17.072,9.0348,1.0092,-1.0367,1053.4,0.082556,2.4578e-4,54.796,9.5488,0.03153,14.884,1011.2,340.32,1.223
2.625,17.866,-17.084,9.0343,1.0097,-1.0389,1053.4,0.082563,2.4578e-4,54.797,9.5482,0.031478,14.884,1011.2,340.32,1.223
2.626,17.867,-17.096,9.0338,1.0103,-1.0414,1053.4,0.08257,2.4578e-4,54.797,9.5475,0.031426,14.884,1011.2,340.32,1.223
2.627,17.867,-17.108,9.0333,1.0108,-1.0436,1053.4,0.082576,2.4578e-4,54.798,9.5469,0.031373,14.884,1011.2,340.32,1.223
2.628,17.868,-17.12,9.0328,1.0114,-1.0461,1053.4,0.082583,2.4578e-4,54.799,9.5462,0.031321,14.884,1011.2,340.32,1.223
2.629,17.869,-17.132,9.0323,1.0119,-1.0486,1053.4,0.08259,2.4578e-4,54.799,9.5456,0.031268,14.884,1011.2,340.32,1.223
2.63,17.869,-17.144,9.0317,1.0125,-1.0508,1053.4,0.082597,2.4578e-4,54.8,9.545,0.031215,14.884,1011.2,340.32,1.223
2.631,17.87,-17.155,9.0312,1.0131,-1.0532,1053.4,0.082604,2.4578e-4,54.801,9.5443,0.031162,14.884,1011.2,340.32,1.223
2.632,17.87,-17.167,9.0307,1.0136,-1.0557,1053.4,0.082611,2.4578e-4,54.802,9.5437,0.031109,14.884,1011.2,340.32,1.223
2.633,17.871,-17.179,9.0302,1.0142,-1.0581,1053.3,0.082618,2.4578e-4,54.802,9.543,0.031056,14.884,1011.2,340.32,1.223
2.634,17.872,-17.19,9.0297,1.0147,-1.0607,1053.3,0.082625,2.4578e-4,54.803,9.5424,0.031003,14.884,1011.2,340.32,1.223
2.635,17.872,-17.202,9.0292,1.0153,-1.0631,1053.3,0.082632,2.4578e-4,54.804,9.5417,0.030949,14.884,1011.2,340.32,1.223
2.636,17.873,-17.214,9.0286,1.0159,-1.0656,1053.3,0.08264,2.4578e-4,54.804,9.5411,0.030896,14.884,1011.2,340.32,1.223
