# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Angle of attack (rad),Pitch rate (rad/s),Mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CG location (cm),Thrust (N),Drag force (N),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s)
2.637,17.873,-17.225,9.0281,1.0164,-1.068,1053.3,0.082647,2.4578e-4,54.805,9.5404,0.030842,14.884,1011.2,340.32,1.223
2.638,17.874,-17.237,9.0276,1.017,-1.0705,1053.3,0.082654,2.4578e-4,54.806,9.5398,0.030788,14.884,1011.2,340.32,1.223
2.639,17.874,-17.248,9.0271,1.0175,-1.0728,1053.3,0.082661,2.4578e-4,54.807,9.5392,0.030734,14.884,1011.2,340.32,1.223
2.64,17.874,-17.26,9.0266,1.0181,-1.0755,1053.3,0.082669,2.4578e-4,54.807,9.5385,0.030679,14.884,1011.2,340.32,1.223
2.641,17.875,-17.271,9.0261,1.0187,-1.0779,1053.3,0.082676,2.4577e-4,54.808,9.5379,0.030625,14.884,1011.2,340.32,1.223
2.642,17.875,-17.282,9.0255,1.0193,-1.0806,1053.3,0.082684,2.4577e-4,54.809,9.5372,0.03057,14.884,1011.2,340.32,1.223
2.643,17.876,-17.294,9.025,1.0198,-1.0832,1053.3,0.082691,2.4577e-4,54.81,9.5366,0.030515,14.884,1011.2,340.32,1.223
2.644,17.876,-17.305,9.0245,1.0204,-1.0855,1053.3,0.082699,2.4577e-4,54.81,9.5359,0.03046,14.884,1011.2,340.32,1.223
2.645,17.876,-17.316,9.024,1.021,-1.0882,1053.3,0.082706,2.4577e-4,54.811,9.5353,0.030405,14.884,1011.2,340.32,1.223
2.646,17.877,-17.328,9.0235,1.0216,-1.0909,1053.3,0.082714,2.4577e-4,54.812,9.5347,0.03035,14.884,1011.2,340.32,1.223
2.647,17.877,-17.339,9.023,1.0221,-1.0933,1053.3,0.082721,2.4577e-4,54.813,9.534,0.030295,14.884,1011.2,340.32,1.223
2.648,17.877,-17.35,9.0225,1.0227,-1.0959,1053.3,0.082729,2.4577e-4,54.814,9.5334,0.030239,14.884,1011.2,340.32,1.223
2.649,17.878,-17.361,9.0219,1.0233,-1.0985,1053.3,0.082737,2.4577e-4,54.814,9.5327,0.030183,14.884,1011.2,340.32,1.223
2.65,17.878,-17.372,9.0214,1.0239,-1.1011,1053.3,0.082744,2.4577e-4,54.815,9.5321,0.030127,14.884,1011.2,340.32,1.223
2.651,17.878,-17.383,9.0209,1.0245,-1.1039,1053.3,0.082752,2.4577e-4,54.816,9.5314,0.030071,14.884,1011.2,340.32,1.223
2.652,17.878,-17.394,9.0204,1.0251,-1.1065,1053.3,0.08276,2.4577e-4,54.817,9.5308,0.030015,14.884,1011.2,340.32,1.223
2.653,17.879,-17.405,9.0199,1.0257,-1.1092,1053.2,0.082768,2.4577e-4,54.818,9.5301,0.029958,14.884,1011.2,340.32,1.223
2.654,17.879,-17.416,9.0194,1.0262,-1.1118,1053.2,0.082776,2.4577e-4,54.818,9.5295,0.029902,14.884,1011.2,340.32,1.223
2.655,17.879,-17.427,9.0189,1.0268,-1.1146,1053.2,0.082784,2.4577e-4,54.819,9.5289,0.029845,14.884,1011.2,340.32,1.223
2.656,17.879,-17.438,9.0183,1.0274,-1.1172,1053.2,0.082792,2.4577e-4,54.82,9.5282,0.029788,14.884,1011.2,340.32,1.223
2.657,17.879,-17.449,9.0178,1.028,-1.1199,1053.2,0.0828,2.4577e-4,54.821,9.5276,0.029731,14.884,1011.2,340.32,1.223
2.658,17.879,-17.459,9.0173,1.0286,-1.1227,1053.2,0.082808,2.4577e-4,54.822,9.5269,0.029673,14.884,1011.2,340.32,1.223
2.659,17.88,-17.47,9.0168,1.0292,-1.1254,1053.2,0.082816,2.4576e-4,54.822,9.5263,0.029616,14.884,1011.2,340.32,1.223
2.66,17.88,-17.481,9.0163,1.0298,-1.1281,1053.2,0.082824,2.4576e-4,54.823,9.5256,0.029558,14.884,1011.2,340.32,1.223
2.661,17.88,-17.491,9.0158,1.0304,-1.1308,1053.2,0.082833,2.4576e-4,54.824,9.525,0.0295,14.884,1011.2,340.32,1.223
2.662,17.88,-17.502,9.0153,1.031,-1.1335,1053.2,0.082841,2.4576e-4,54.825,9.5243,0.029442,14.884,1011.2,340.32,1.223
2.663,17.88,-17.513,9.0148,1.0316,-1.1364,1053.2,0.082849,2.4576e-4,54.826,9.5237,0.029384,14.884,1011.2,340.32,1.223
2.664,17.88,-17.523,9.0142,1.0322,-1.1393,1053.2,0.082857,2.4576e-4,54.827,9.5231,0.029325,14.884,1011.2,340.32,1.223
2.665,17.88,-17.534,9.0137,1.0329,-1.1421,1053.2,0.082866,2.4576e-4,54.828,9.5224,0.029267,14.884,1011.2,340.32,1.223
2.666,17.88,-17.544,9.0132,1.0335,-1.1449,1053.2,0.082874,2.4576e-4,54.828,9.5218,0.029208,14.884,1011.2,340.32,1.223
2.667,17.88,-17.555,9.0127,1.0341,-1.1476,1053.2,0.082883,2.4576e-4,54.829,9.5211,0.029149,14.884,1011.2,340.32,1.223
2.668,17.88,-17.565,9.0122,1.0347,-1.1506,1053.2,0.082891,2.4576e-4,54.83,9.5205,0.02909,14.884,1011.2,340.32,1.223
2.669,17.88,-17.575,9.0117,1.0353,-1.1533,1053.2,0.0829,2.4576e-4,54.831,9.5198,0.02903,14.884,1011.2,340.32,1.223
2.67,17.88,-17.586,9.0112,1.0359,-1.1561,1053.2,0.082908,2.4576e-4,54.832,9.5192,0.028971,14.884,1011.2,340.32,1.223
2.671,17.88,-17.596,9.0107,1.0365,-1.1589,1053.2,0.082917,2.4576e-4,54.833,9.5186,0.028911,14.884,1011.2,340.32,1.223
2.672,17.879,-17.606,9.0102,1.0372,-1.162,1053.1,0.082926,2.4576e-4,54.834,9.5179,0.028851,14.884,1011.2,340.32,1.223
2.673,17.879,-17.616,9.0096,1.0378,-1.1647,1053.1,0.082934,2.4576e-4,54.835,9.5173,0.028791,14.884,1011.2,340.32,1.223
2.674,17.879,-17.626,9.0091,1.0384,-1.1677,1053.1,0.082943,2.4576e-4,54.836,9.5166,0.02873,14.884,1011.2,340.32,1.223
2.675,17.879,-17.637,9.0086,1.039,-1.1707,1053.1,0.082952,2.4576e-4,54.836,9.516,0.02867,14.884,1011.2,340.32,1.223
2.676,17.879,-17.647,9.0081,1.0397,-1.1737,1053.1,0.082961,2.4576e-4,54.837,9.5153,0.028609,14.884,1011.2,340.32,1.223
2.677,17.879,-17.657,9.0077,1.0403,-1.1767,1053.1,0.08297,2.4576e-4,54.838,9.5148,0.028548,14.884,1011.2,340.32,1.223
2.678,17.878,-17.667,9.0073,1.0409,-1.1793,1053.1,0.082962,2.4575e-4,54.837,9.5142,0.028487,14.884,1011.2,340.32,1.223
2.679,17.878,-17.677,9.0069,1.0416,-1.1821,1053.1,0.082953,2.4575e-4,54.836,9.5137,0.028426,14.884,1011.2,340.32,1.223
2.68,17.878,-17.687,9.0065,1.0422,-1.1849,1053.1,0.082945,2.4575e-4,54.835,9.5132,0.028365,14.884,1011.2,340.32,1.223
2.681,17.878,-17.697,9.0061,1.0428,-1.1879,1053.1,0.082937,2.4575e-4,54.834,9.5127,0.028303,14.884,1011.2,340.32,1.223
2.682,17.877,-17.707,9.0057,1.0435,-1.1907,1053.1,0.082928,2.4575e-4,54.833,9.5122,0.028241,14.884,1011.2,340.32,1.223
2.683,17.877,-17.717,9.0053,1.0441,-1.1934,1053.1,0.08292,2.4575e-4,54.832,9.5116,0.028179,14.884,1011.2,340.32,1.223
2.684,17.877,-17.726,9.0049,1.0448,-1.1965,1053.1,0.082912,2.4575e-4,54.831,9.5111,0.028117,14.884,1011.2,340.32,1.223
2.685,17.876,-17.736,9.0045,1.0454,-1.1994,1053.1,0.082904,2.4575e-4,54.83,9.5106,0.028054,14.884,1011.2,340.32,1.223
2.686,17.876,-17.746,9.0042,1.0461,-1.2022,1053.1,0.082895,2.4575e-4,54.829,9.5101,0.027992,14.884,1011.2,340.32,1.223
2.687,17.876,-17.756,9.0038,1.0467,-1.2051,1053.1,0.082887,2.4575e-4,54.828,9.5096,0.027929,14.884,1011.2,340.32,1.223
2.688,17.875,-17.765,9.0034,1.0474,-1.208,1053.1,0.082879,2.4575e-4,54.827,9.5091,0.027866,14.884,1011.2,340.32,1.223
2.689,17.875,-17.775,9.003,1.048,-1.2109,1053.1,0.082871,2.4575e-4,54.826,9.5085,0.027802,14.884,1011.2,340.32,1.223
2.69,17.874,-17.785,9.0026,1.0487,-1.2139,1053.1,0.082863,2.4575e-4,54.825,9.508,0.027739,14.884,1011.2,340.32,1.223
2.691,17.874,-17.794,9.0022,1.0493,-1.2169,1053.1,0.082855,2.4575e-4,54.824,9.5075,0.027675,14.884,1011.2,340.32,1.223
2.692,17.873,-17.804,9.0018,1.05,-1.2198,1053,0.082847,2.4575e-4,54.823,9.507,0.027611,14.884,1011.2,340.32,1.223
2.693,17.873,-17.813,9.0014,1.0506,-1.2227,1053,0.082839,2.4575e-4,54.822,9.5065,0.027547,14.884,1011.2,340.32,1.223
2.694,17.872,-17.823,9.0011,1.0513,-1.2258,1053,0.082831,2.4575e-4,54.821,9.506,0.027483,14.884,1011.2,340.32,1.223
2.695,17.872,-17.832,9.0007,1.052,-1.2289,1053,0.082823,2.4575e-4,54.82,9.5054,0.027419,14.884,1011.2,340.32,1.223
2.696,17.871,-17.841,9.0003,1.0526,-1.2318,1053,0.082815,2.4575e-4,54.819,9.5049,0.027354,14.884,1011.2,340.32,1.223
2.697,17.871,-17.851,8.9999,1.0533,-1.2349,1053,0.082807,2.4574e-4,54.818,9.5044,0.027289,14.884,1011.2,340.32,1.223
2.698,17.87,-17.86,8.9995,1.054,-1.2377,1053,0.082799,2.4574e-4,54.817,9.5039,0.027224,14.884,1011.2,340.32,1.223
2.699,17.87,-17.869,8.9991,1.0546,-1.2408,1053,0.082791,2.4574e-4,54.816,9.5034,0.027159,14.884,1011.2,340.32,1.223
2.7,17.869,-17.878,8.9987,1.0553,-1.2441,1053,0.082783,2.4574e-4,54.815,9.5029,0.027093,14.884,1011.2,340.32,1.223
2.701,17.868,-17.888,8.9983,1.056,-1.2469,1053,0.082775,2.4574e-4,54.814,9.5023,0.027028,14.884,1011.2,340.32,1.223
2.702,17.868,-17.897,8.998,1.0567,-1.25,1053,0.082768,2.4574e-4,54.813,9.5018,0.026962,14.884,1011.2,340.32,1.223
2.703,17.867,-17.906,8.9976,1.0573,-1.2533,1053,0.08276,2.4574e-4,54.812,9.5013,0.026896,14.884,1011.2,340.32,1.223
2.704,17.866,-17.915,8.9972,1.058,-1.2563,1053,0.082752,2.4574e-4,54.811,9.5008,0.026829,14.884,1011.2,340.32,1.223
2.705,17.866,-17.924,8.9968,1.0587,-1.2593,1053,0.082745,2.4574e-4,54.81,9.5003,0.026763,14.884,1011.2,340.32,1.223
2.706,17.865,-17.933,8.9964,1.0594,-1.2626,1053,0.082737,2.4574e-4,54.809,9.4997,0.026696,14.884,1011.2,340.32,1.223
2.707,17.864,-17.941,8.996,1.0601,-1.2658,1053,0.082729,2.4574e-4,54.808,9.4992,0.026629,14.884,1011.2,340.32,1.223
2.708,17.863,-17.95,8.9956,1.0608,-1.2687,1053,0.082722,2.4574e-4,54.807,9.4987,0.026562,14.884,1011.2,340.32,1.223
2.709,17.863,-17.959,8.9953,1.0615,-1.272,1053,0.082714,2.4574e-4,54.806,9.4982,0.026495,14.884,1011.2,340.32,1.223
2.71,17.862,-17.968,8.9949,1.0621,-1.275,1053,0.082706,2.4574e-4,54.805,9.4977,0.026427,14.884,1011.2,340.32,1.223
2.711,17.861,-17.977,8.9945,1.0628,-1.2784,1053,0.082699,2.4574e-4,54.804,9.4972,0.026359,14.884,1011.2,340.32,1.223
2.712,17.86,-17.985,8.9941,1.0635,-1.2814,1052.9,0.082691,2.4574e-4,54.803,9.4966,0.026291,14.884,1011.2,340.32,1.223
2.713,17.859,-17.994,8.9937,1.0642,-1.2847,1052.9,0.082684,2.4574e-4,54.802,9.4961,0.026223,14.884,1011.2,340.32,1.223
2.714,17.859,-18.002,8.9933,1.0649,-1.2881,1052.9,0.082676,2.4574e-4,54.801,9.4956,0.026155,14.884,1011.2,340.32,1.223
2.715,17.858,-18.011,8.993,1.0656,-1.2912,1052.9,0.082669,2.4574e-4,54.8,9.4951,0.026086,14.884,1011.2,340.32,1.223
2.716,17.857,-18.019,8.9926,1.0663,-1.2945,1052.9,0.082661,2.4573e-4,54.799,9.4946,0.026017,14.884,1011.2,340.32,1.223
2.717,17.856,-18.028,8.9922,1.0671,-1.2978,1052.9,0.082654,2.4573e-4,54.798,9.4941,0.025948,14.884,1011.2,340.32,1.223
2.718,17.855,-18.036,8.9918,1.0678,-1.3011,1052.9,0.082647,2.4573e-4,54.797,9.4935,0.025879,14.884,1011.2,340.32,1.223
2.719,17.854,-18.045,8.9914,1.0685,-1.3043,1052.9,0.082639,2.4573e-4,54.796,9.493,0.02581,14.884,1011.2,340.32,1.223
2.72,17.853,-18.053,8.991,1.0692,-1.3075,1052.9,0.082632,2.4573e-4,54.795,9.4925,0.02574,14.884,1011.2,340.32,1.223
2.721,17.852,-18.061,8.9907,1.0699,-1.3108,1052.9,0.082625,2.4573e-4,54.794,9.492,0.02567,14.884,1011.2,340.32,1.223
2.722,17.851,-18.069,8.9903,1.0706,-1.3142,1052.9,0.082617,2.4573e-4,54.793,9.4915,0.0256,14.884,1011.2,340.32,1.223
2.723,17.85,-18.078,8.9899,1.0713,-1.3175,1052.9,0.08261,2.4573e-4,54.792,9.491,0.02553,14.884,1011.2,340.32,1.223
2.724,17.849,-18.086,8.9895,1.0721,-1.3207,1052.9,0.082603,2.4573e-4,54.792,9.4904,0.025459,14.884,1011.2,340.32,1.223
2.725,17.848,-18.094,8.9891,1.0728,-1.3241,1052.9,0.082596,2.4573e-4,54.791,9.4899,0.025389,14.884,1011.2,340.32,1.223
2.726,17.847,-18.102,8.9887,1.0735,-1.3275,1052.9,0.082589,2.4573e-4,54.79,9.4894,0.025318,14.884,1011.2,340.32,1.223
2.727,17.846,-18.11,8.9884,1.0742,-1.3309,1052.9,0.082581,2.4573e-4,54.789,9.4889,0.025246,14.884,1011.2,340.32,1.223
2.728,17.845,-18.118,8.988,1.075,-1.3342,1052.9,0.082574,2.4573e-4,54.788,9.4884,0.025175,14.884,1011.2,340.32,1.223
2.729,17.843,-18.126,8.9876,1.0757,-1.3376,1052.9,0.082567,2.4573e-4,54.787,9.4879,0.025103,14.884,1011.2,340.32,1.223
2.73,17.842,-18.133,8.9872,1.0764,-1.341,1052.9,0.08256,2.4573e-4,54.786,9.4873,0.025032,14.884,1011.2,340.32,1.223
2.731,17.841,-18.141,8.9868,1.0772,-1.3446,1052.9,0.082553,2.4573e-4,54.785,9.4868,0.02496,14.884,1011.2,340.32,1.223
2.732,17.84,-18.149,8.9865,1.0779,-1.3479,1052.8,0.082546,2.4573e-4,54.784,9.4863,0.024887,14.884,1011.2,340.32,1.223
2.733,17.839,-18.157,8.9861,1.0787,-1.3514,1052.8,0.082539,2.4573e-4,54.783,9.4858,0.024815,14.884,1011.2,340.32,1.223
2.734,17.837,-18.164,8.9857,1.0794,-1.3548,1052.8,0.082532,2.4573e-4,54.782,9.4853,0.024742,14.884,1011.2,340.32,1.223
2.735,17.836,-18.172,8.9853,1.0801,-1.3581,1052.8,0.082525,2.4572e-4,54.781,9.4847,0.024669,14.884,1011.2,340.32,1.223
2.736,17.835,-18.18,8.9849,1.0809,-1.3616,1052.8,0.082518,2.4572e-4,54.781,9.4842,0.024596,14.884,1011.2,340.32,1.223
2.737,17.834,-18.187,8.9846,1.0816,-1.3651,1052.8,0.082511,2.4572e-4,54.78,9.4837,0.024523,14.884,1011.2,340.32,1.223
2.738,17.832,-18.195,8.9842,1.0824,-1.3686,1052.8,0.082504,2.4572e-4,54.779,9.4832,0.02445,14.884,1011.2,340.32,1.223
2.739,17.831,-18.202,8.9838,1.0831,-1.372,1052.8,0.082498,2.4572e-4,54.778,9.4827,0.024376,14.884,1011.2,340.32,1.223
2.74,17.83,-18.209,8.9834,1.0839,-1.3756,1052.8,0.082491,2.4572e-4,54.777,9.4822,0.024302,14.884,1011.2,340.32,1.223
2.741,17.828,-18.217,8.983,1.0847,-1.3791,1052.8,0.082484,2.4572e-4,54.776,9.4816,0.024228,14.884,1011.2,340.32,1.223
2.742,17.827,-18.224,8.9827,1.0854,-1.3828,1052.8,0.082477,2.4572e-4,54.775,9.4811,0.024153,14.884,1011.2,340.32,1.223
2.743,17.826,-18.231,8.9823,1.0862,-1.3864,1052.8,0.08247,2.4572e-4,54.774,9.4806,0.024079,14.884,1011.2,340.32,1.223
2.744,17.824,-18.239,8.9819,1.0869,-1.39,1052.8,0.082464,2.4572e-4,54.773,9.4801,0.024004,14.884,1011.2,340.32,1.223
2.745,17.823,-18.246,8.9815,1.0877,-1.3936,1052.8,0.082457,2.4572e-4,54.773,9.4796,0.023929,14.884,1011.2,340.32,1.223
2.746,17.821,-18.253,8.9812,1.0885,-1.397,1052.8,0.08245,2.4572e-4,54.772,9.4791,0.023854,14.884,1011.2,340.32,1.223
2.747,17.82,-18.26,8.9808,1.0893,-1.4005,1052.8,0.082444,2.4572e-4,54.771,9.4785,0.023778,14.884,1011.2,340.32,1.223
2.748,17.818,-18.267,8.9804,1.09,-1.4041,1052.8,0.082437,2.4572e-4,54.77,9.478,0.023703,14.884,1011.2,340.32,1.223
2.749,17.817,-18.274,8.98,1.0908,-1.4078,1052.8,0.08243,2.4572e-4,54.769,9.4775,0.023627,14.884,1011.2,340.32,1.223
2.75,17.815,-18.281,8.9797,1.0916,-1.4114,1052.8,0.082424,2.4572e-4,54.768,9.477,0.023551,14.884,1011.2,340.32,1.223
2.751,17.814,-18.288,8.9793,1.0924,-1.4151,1052.8,0.082417,2.4572e-4,54.767,9.4765,0.023474,14.884,1011.2,340.32,1.223
2.752,17.812,-18.294,8.9789,1.0931,-1.4187,1052.7,0.082411,2.4572e-4,54.767,9.476,0.023398,14.884,1011.2,340.32,1.223
2.753,17.811,-18.301,8.9785,1.0939,-1.4223,1052.7,0.082404,2.4572e-4,54.766,9.4754,0.023321,14.884,1011.2,340.32,1.223
2.754,17.809,-18.308,8.9781,1.0947,-1.4261,1052.7,0.082398,2.4571e-4,54.765,9.4749,0.023244,14.884,1011.2,340.32,1.223
2.755,17.808,-18.315,8.9778,1.0955,-1.4298,1052.7,0.082391,2.4571e-4,54.764,9.4744,0.023167,14.884,1011.2,340.32,1.223
2.756,17.806,-18.321,8.9774,1.0963,-1.4335,1052.7,0.082385,2.4571e-4,54.763,9.4739,0.02309,14.884,1011.2,340.32,1.223
2.757,17.804,-18.328,8.977,1.0971,-1.4373,1052.7,0.082378,2.4571e-4,54.762,9.4734,0.023012,14.884,1011.2,340.32,1.223
2.758,17.803,-18.334,8.9766,1.0979,-1.441,1052.7,0.082372,2.4571e-4,54.761,9.4728,0.022935,14.884,1011.2,340.32,1.223
2.759,17.801,-18.341,8.9763,1.0987,-1.4447,1052.7,0.082366,2.4571e-4,54.761,9.4723,0.022857,14.884,1011.2,340.32,1.223
2.76,17.799,-18.347,8.9759,1.0995,-1.4485,1052.7,0.082359,2.4571e-4,54.76,9.4718,0.022779,14.884,1011.2,340.32,1.223
2.761,17.797,-18.354,8.9755,1.1003,-1.4522,1052.7,0.082353,2.4571e-4,54.759,9.4713,0.0227,14.884,1011.2,340.32,1.223
2.762,17.796,-18.36,8.9751,1.1011,-1.456,1052.7,0.082347,2.4571e-4,54.758,9.4708,0.022622,14.884,1011.2,340.32,1.223
2.763,17.794,-18.366,8.9748,1.1019,-1.4597,1052.7,0.082341,2.4571e-4,54.757,9.4703,0.022543,14.884,1011.2,340.32,1.223
2.764,17.792,-18.372,8.9744,1.1027,-1.4635,1052.7,0.082334,2.4571e-4,54.756,9.4697,0.022464,14.884,1011.2,340.32,1.223
2.765,17.79,-18.379,8.974,1.1035,-1.4672,1052.7,0.082328,2.4571e-4,54.756,9.4692,0.022385,14.884,1011.2,340.32,1.223
2.766,17.789,-18.385,8.9737,1.1044,-1.4711,1052.7,0.082322,2.4571e-4,54.755,9.4687,0.022305,14.884,1011.2,340.32,1.223
2.767,17.787,-18.391,8.9733,1.1052,-1.475,1052.7,0.082316,2.4571e-4,54.754,9.4682,0.022226,14.884,1011.2,340.32,1.223
2.768,17.785,-18.397,8.9729,1.106,-1.4788,1052.7,0.08231,2.4571e-4,54.753,9.4677,0.022146,14.884,1011.2,340.32,1.223
2.769,17.783,-18.403,8.9725,1.1068,-1.4824,1052.7,0.082304,2.4571e-4,54.752,9.4672,0.022066,14.884,1011.2,340.32,1.223
2.77,17.781,-18.409,8.9722,1.1076,-1.4863,1052.7,0.082297,2.4571e-4,54.752,9.4666,0.021986,14.884,1011.2,340.32,1.223
2.771,17.779,-18.415,8.9718,1.1085,-1.4903,1052.7,0.082291,2.4571e-4,54.751,9.4661,0.021905,14.884,1011.2,340.32,1.223
2.772,17.777,-18.42,8.9714,1.1093,-1.4943,1052.6,0.082285,2.4571e-4,54.75,9.4656,0.021825,14.884,1011.2,340.32,1.223
2.773,17.775,-18.426,8.971,1.1101,-1.4979,1052.6,0.082279,2.457e-4,54.749,9.4651,0.021744,14.884,1011.2,340.32,1.223
2.774,17.773,-18.432,8.9707,1.111,-1.5019,1052.6,0.082273,2.457e-4,54.748,9.4646,0.021663,14.884,1011.2,340.32,1.223
2.775,17.772,-18.438,8.9703,1.1118,-1.5059,1052.6,0.082267,2.457e-4,54.748,9.4641,0.021581,14.884,1011.2,340.32,1.223
2.776,17.77,-18.443,8.9699,1.1126,-1.5097,1052.6,0.082261,2.457e-4,54.747,9.4635,0.0215,14.884,1011.2,340.32,1.223
2.777,17.768,-18.449,8.9696,1.1135,-1.5137,1052.6,0.082256,2.457e-4,54.746,9.463,0.021418,14.885,1011.2,340.32,1.223
2.778,17.765,-18.454,8.9692,1.1143,-1.5178,1052.6,0.08225,2.457e-4,54.745,9.4625,0.021337,14.885,1011.2,340.32,1.223
2.779,17.763,-18.46,8.9688,1.1152,-1.5217,1052.6,0.082244,2.457e-4,54.744,9.462,0.021255,14.885,1011.2,340.32,1.223
2.78,17.761,-18.465,8.9684,1.116,-1.5257,1052.6,0.082238,2.457e-4,54.744,9.4615,0.021173,14.885,1011.2,340.32,1.223
2.781,17.759,-18.471,8.9681,1.1169,-1.5295,1052.6,0.082232,2.457e-4,54.743,9.4609,0.02109,14.885,1011.2,340.32,1.223
2.782,17.757,-18.476,8.9677,1.1177,-1.5335,1052.6,0.082226,2.457e-4,54.742,9.4604,0.021008,14.885,1011.2,340.32,1.223
2.783,17.755,-18.481,8.9673,1.1186,-1.5376,1052.6,0.082221,2.457e-4,54.741,9.4599,0.020925,14.885,1011.2,340.32,1.223
2.784,17.753,-18.486,8.967,1.1194,-1.5415,1052.6,0.082215,2.457e-4,54.741,9.4594,0.020842,14.885,1011.2,340.32,1.223
2.785,17.751,-18.491,8.9666,1.1203,-1.5455,1052.6,0.082209,2.457e-4,54.74,9.4589,0.020759,14.885,1011.2,340.32,1.223
2.786,17.749,-18.497,8.9662,1.1212,-1.5494,1052.6,0.082203,2.457e-4,54.739,9.4584,0.020675,14.885,1011.2,340.32,1.223
2.787,17.746,-18.502,8.9659,1.122,-1.5537,1052.6,0.082198,2.457e-4,54.738,9.4578,0.020592,14.885,1011.2,340.32,1.223
2.788,17.744,-18.507,8.9655,1.1229,-1.5578,1052.6,0.082192,2.457e-4,54.737,9.4573,0.020508,14.885,1011.2,340.32,1.223
2.789,17.742,-18.512,8.9651,1.1238,-1.5618,1052.6,0.082186,2.457e-4,54.737,9.4568,0.020424,14.885,1011.2,340.32,1.223
2.79,17.74,-18.516,8.9647,1.1247,-1.5657,1052.6,0.082181,2.457e-4,54.736,9.4563,0.02034,14.885,1011.2,340.32,1.223
2.791,17.737,-18.521,8.9644,1.1255,-1.57,1052.6,0.082175,2.457e-4,54.735,9.4558,0.020256,14.885,1011.2,340.32,1.223
2.792,17.735,-18.526,8.964,1.1264,-1.5738,1052.5,0.08217,2.4569e-4,54.734,9.4553,0.020172,14.885,1011.2,340.32,1.223
2.793,17.733,-18.531,8.9636,1.1273,-1.5779,1052.5,0.082164,2.4569e-4,54.734,9.4547,0.020087,14.885,1011.2,340.32,1.223
2.794,17.73,-18.536,8.9633,1.1282,-1.5821,1052.5,0.082159,2.4569e-4,54.733,9.4542,0.020002,14.885,1011.2,340.32,1.223
2.795,17.728,-18.54,8.9629,1.1291,-1.5861,1052.5,0.082153,2.4569e-4,54.732,9.4537,0.019917,14.885,1011.2,340.32,1.223
2.796,17.726,-18.545,8.9625,1.13,-1.5903,1052.5,0.082148,2.4569e-4,54.731,9.4532,0.019832,14.885,1011.2,340.32,1.223
2.797,17.723,-18.549,8.9622,1.1309,-1.5947,1052.5,0.082142,2.4569e-4,54.731,9.4527,0.019747,14.885,1011.2,340.32,1.223
2.798,17.721,-18.554,8.9618,1.1317,-1.5987,1052.5,0.082137,2.4569e-4,54.73,9.4522,0.019661,14.885,1011.2,340.32,1.223
2.799,17.719,-18.558,8.9614,1.1326,-1.6029,1052.5,0.082132,2.4569e-4,54.729,9.4516,0.019575,14.885,1011.2,340.32,1.223
2.8,17.716,-18.562,8.9611,1.1335,-1.607,1052.5,0.082126,2.4569e-4,54.729,9.4511,0.01949,14.885,1011.2,340.32,1.223
2.801,17.714,-18.567,8.9607,1.1344,-1.6112,1052.5,0.082121,2.4569e-4,54.728,9.4506,0.019404,14.885,1011.2,340.32,1.223
2.802,17.711,-18.571,8.9603,1.1354,-1.6154,1052.5,0.082116,2.4569e-4,54.727,9.4501,0.019317,14.885,1011.2,340.32,1.223
2.803,17.709,-18.575,8.96,1.1363,-1.6197,1052.5,0.08211,2.4569e-4,54.726,9.4496,0.019231,14.885,1011.2,340.32,1.223
2.804,17.706,-18.579,8.9596,1.1372,-1.6238,1052.5,0.082105,2.4569e-4,54.726,9.449,0.019145,14.885,1011.2,340.32,1.223
2.805,17.704,-18.583,8.9592,1.1381,-1.628,1052.5,0.0821,2.4569e-4,54.725,9.4485,0.019058,14.885,1011.2,340.32,1.223
2.806,17.701,-18.587,8.9589,1.139,-1.6322,1052.5,0.082095,2.4569e-4,54.724,9.448,0.018971,14.885,1011.2,340.32,1.223
2.807,17.699,-18.591,8.9585,1.1399,-1.6366,1052.5,0.082089,2.4569e-4,54.724,9.4475,0.018884,14.885,1011.2,340.32,1.223
2.808,17.696,-18.595,8.9581,1.1408,-1.6409,1052.5,0.082084,2.4569e-4,54.723,9.447,0.018797,14.885,1011.2,340.32,1.223
2.809,17.693,-18.599,8.9578,1.1418,-1.6449,1052.5,0.082079,2.4569e-4,54.722,9.4465,0.01871,14.885,1011.2,340.32,1.223
2.81,17.691,-18.603,8.9574,1.1427,-1.6492,1052.5,0.082074,2.4569e-4,54.721,9.4459,0.018622,14.885,1011.2,340.32,1.223
2.811,17.688,-18.607,8.957,1.1436,-1.6536,1052.5,0.082069,2.4568e-4,54.721,9.4454,0.018535,14.885,1011.2,340.32,1.223
2.812,17.685,-18.61,8.9567,1.1445,-1.6579,1052.4,0.082064,2.4568e-4,54.72,9.4449,0.018447,14.885,1011.2,340.32,1.223
2.813,17.683,-18.614,8.9563,1.1455,-1.6621,1052.4,0.082059,2.4568e-4,54.719,9.4444,0.018359,14.885,1011.2,340.32,1.223
2.814,17.68,-18.618,8.9559,1.1464,-1.6666,1052.4,0.082054,2.4568e-4,54.719,9.4439,0.018271,14.885,1011.2,340.32,1.223
2.815,17.677,-18.621,8.9556,1.1474,-1.671,1052.4,0.082049,2.4568e-4,54.718,9.4434,0.018183,14.885,1011.2,340.32,1.223
