# Time (s),Thrust (N)
0,0.1411
1.5e-4,0.47033
3.5e-4,0.8466
5.5e-4,1.2229
7.5e-4,1.5991
9.5e-4,1.9754
0.00115,2.3517
0.00135,2.7279
0.00155,3.1042
0.00175,3.4805
0.00195,3.8567
0.00215,4.233
0.00235,4.6093
0.00255,4.9855
0.00275,5.3618
0.00295,5.7381
0.00315,6.1143
0.00335,6.4906
0.00355,6.8669
0.00375,7.2431
0.00395,7.6194
0.00415,7.9957
0.00435,8.3719
0.00455,8.7482
0.00475,9.1245
0.00495,9.5007
0.00515,9.877
0.00535,10.253
0.00555,10.63
0.00575,11.1
0.00605,11.805
0.0065,12.864
0.007175,14.439
0.008175,16.321
0.009175,18.202
0.010175,20.083
0.011175,21.965
0.012175,23.846
0.013175,25.727
0.014175,27.579
0.015175,28.197
0.016175,28.162
0.017175,28.128
0.018175,28.093
0.019175,28.059
0.020175,28.024
0.021175,27.99
0.022175,27.955
0.023175,27.921
0.024175,27.886
0.025175,27.852
0.026175,27.817
0.027175,27.783
0.028175,27.748
0.029175,27.714
0.030175,27.679
0.031175,27.645
0.032175,27.61
0.033175,27.576
0.034175,27.542
0.035175,27.507
0.036175,27.473
0.037175,27.438
0.038175,27.404
0.039175,27.369
0.040175,27.335
0.041175,27.3
0.042175,27.266
0.043175,27.231
0.044175,27.197
0.045175,27.162
0.046175,27.128
0.047175,27.093
0.048175,27.059
0.049175,27.024
0.050175,26.99
0.051175,26.955
0.052175,26.921
0.053175,26.886
0.054175,26.852
0.055175,26.817
0.056175,26.783
0.057175,26.748
0.058175,26.714
0.059175,26.679
0.060175,26.645
0.061175,26.61
0.062175,26.576
0.063175,26.541
0.064175,26.507
0.065175,26.473
0.066175,26.438
0.067175,26.404
0.068175,26.369
0.069175,26.335
0.070175,26.3
0.071175,26.266
0.072175,26.231
0.073175,26.197
0.074175,26.162
0.075175,26.128
0.076175,26.094
0.077175,26.076
0.078175,26.066
0.079175,26.057
0.080175,26.048
0.081175,26.039
0.082175,26.029
0.083175,26.02
0.084175,26.011
0.085175,26.002
0.086175,25.992
0.087175,25.983
0.088175,25.974
0.089175,25.965
0.090175,25.955
0.091175,25.946
0.092175,25.937
0.093175,25.928
0.094175,25.918
0.095175,25.909
0.096175,25.9
0.097175,25.891
0.098175,25.881
0.099175,25.872
0.10018,25.863
0.10118,25.854
0.10218,25.844
0.10318,25.835
0.10418,25.826
0.10518,25.817
0.10618,25.807
0.10718,25.798
0.10818,25.789
0.10918,25.779
0.11018,25.77
0.11118,25.761
0.11218,25.752
0.11318,25.742
0.11418,25.733
0.11518,25.724
0.11618,25.715
0.11718,25.705
0.11818,25.696
0.11918,25.687
0.12018,25.678
0.12118,25.668
0.12218,25.659
0.12318,25.65
0.12418,25.641
0.12518,25.631
0.12618,25.622
0.12718,25.613
0.12818,25.604
0.12918,25.594
0.13018,25.585
0.13118,25.576
0.13218,25.567
0.13318,25.557
0.13418,25.548
0.13518,25.539
0.13618,25.53
0.13718,25.52
0.13818,25.511
0.13918,25.502
0.14018,25.492
0.14118,25.483
0.14218,25.474
0.14318,25.465
0.14418,25.455
0.14518,25.446
0.14618,25.437
0.14718,25.428
0.14818,25.418
0.14918,25.409
0.15018,25.4
0.15118,25.391
0.15218,25.381
0.15318,25.372
0.15418,25.363
0.15518,25.354
0.15618,25.344
0.15718,25.335
0.15818,25.326
0.15918,25.317
0.16018,25.307
0.16118,25.298
0.16218,25.289
0.16318,25.28
0.16418,25.27
0.16518,25.261
0.16618,25.252
0.16718,25.243
0.16818,25.233
0.16918,25.224
0.17018,25.215
0.17118,25.205
0.17218,25.196
0.17318,25.187
0.17418,25.178
0.17518,25.168
0.17618,25.159
0.17718,25.15
0.17818,25.141
0.17918,25.131
0.18018,25.122
0.18118,25.113
0.18218,25.104
0.18318,25.094
0.18418,25.085
0.18518,25.076
0.18618,25.067
0.18718,25.057
0.18818,25.048
0.18918,25.039
0.19018,25.03
0.19118,25.02
0.19218,25.011
0.19318,25.002
0.19418,24.993
0.19518,24.983
0.19618,24.974
0.19718,24.965
0.19818,24.956
0.19918,24.946
0.20018,24.937
0.20118,24.921
0.20218,24.901
0.20318,24.882
0.20418,24.862
0.20518,24.843
0.20618,24.823
0.20718,24.804
0.20818,24.784
0.20918,24.765
0.21018,24.745
0.21118,24.726
0.21218,24.706
0.21318,24.687
0.21418,24.667
0.21518,24.648
0.21618,24.628
0.21718,24.608
0.21818,24.589
0.21918,24.569
0.22018,24.55
0.22118,24.53
0.22218,24.511
0.22318,24.491
0.22418,24.472
0.22518,24.452
0.22618,24.433
0.22718,24.413
0.22818,24.394
0.22918,24.374
0.23018,24.355
0.23118,24.335
0.23218,24.316
0.23318,24.296
0.23418,24.277
0.23518,24.257
0.23618,24.238
0.23718,24.218
0.23818,24.198
0.23918,24.179
0.24018,24.159
0.24118,24.14
0.24218,24.12
0.24318,24.101
0.24418,24.081
0.24518,24.062
0.24618,24.042
0.24718,24.023
0.24818,24.003
0.24918,23.984
0.25018,23.964
0.25118,23.945
0.25218,23.925
0.25318,23.906
0.25418,23.886
0.25518,23.867
0.25618,23.847
0.25718,23.828
0.25818,23.808
0.25918,23.788
0.26018,23.769
0.26118,23.749
0.26218,23.73
0.26318,23.71
0.26418,23.691
0.26518,23.671
0.26618,23.652
0.26718,23.632
0.26818,23.613
0.26918,23.593
0.27018,23.574
0.27118,23.554
0.27218,23.535
0.27318,23.515
0.27418,23.496
0.27518,23.476
0.27618,23.457
0.27718,23.437
0.27818,23.418
0.27918,23.398
0.28018,23.379
0.28118,23.359
0.28218,23.339
0.28318,23.32
0.28418,23.3
0.28518,23.281
0.28618,23.261
0.28718,23.242
0.28818,23.222
0.28918,23.203
0.29018,23.183
0.29118,23.164
0.29218,23.144
0.29318,23.125
0.29418,23.105
0.29518,23.086
0.29618,23.066
0.29718,23.047
0.29818,23.027
0.29918,23.008
0.30018,22.988
0.30118,22.969
0.30218,22.949
0.30318,22.929
0.30418,22.91
0.30518,22.89
0.30618,22.871
0.30718,22.851
0.30818,22.832
0.30918,22.812
0.31018,22.795
0.31118,22.777
0.31218,22.76
0.31318,22.743
0.31418,22.726
0.31518,22.709
0.31618,22.692
0.31718,22.675
0.31818,22.658
0.31918,22.641
0.32018,22.624
0.32118,22.607
0.32218,22.59
0.32318,22.573
0.32418,22.556
0.32518,22.539
0.32618,22.522
0.32718,22.505
0.32818,22.488
0.32918,22.471
0.33018,22.454
0.33118,22.437
0.33218,22.42
0.33318,22.403
0.33418,22.386
0.33518,22.369
0.33618,22.352
0.33718,22.335
0.33818,22.318
0.33918,22.301
0.34018,22.284
0.34118,22.266
0.34218,22.249
0.34318,22.232
0.34418,22.215
0.34518,22.198
0.34618,22.181
0.34718,22.164
0.34818,22.147
0.34918,22.13
0.35018,22.113
0.35118,22.096
0.35218,22.079
0.35318,22.062
0.35418,22.045
0.35518,22.028
0.35618,22.011
0.35718,21.994
0.35818,21.977
0.35918,21.96
0.36018,21.943
0.36118,21.926
0.36218,21.909
0.36318,21.892
0.36418,21.875
0.36518,21.858
0.36618,21.841
0.36718,21.824
0.36818,21.807
0.36918,21.79
0.37018,21.773
0.37118,21.756
0.37218,21.738
0.37318,21.721
0.37418,21.704
0.37518,21.687
0.37618,21.67
0.37718,21.653
0.37818,21.636
0.37918,21.619
0.38018,21.602
0.38118,21.585
0.38218,21.568
0.38318,21.551
0.38418,21.534
0.38518,21.517
0.38618,21.5
0.38718,21.483
0.38818,21.466
0.38918,21.449
0.39018,21.432
0.39118,21.415
0.39218,21.398
0.39318,21.381
0.39418,21.364
0.39518,21.347
0.39618,21.33
0.39718,21.313
0.39818,21.296
0.39918,21.279
0.40018,21.262
0.40118,21.245
0.40218,21.228
0.40318,21.21
0.40418,21.193
0.40518,21.176
0.40618,21.159
0.40718,21.142
0.40818,21.125
0.40918,21.108
0.41018,21.091
0.41118,21.074
0.41218,21.057
0.41318,21.04
0.41418,21.023
0.41518,21.006
0.41618,20.989
0.41718,20.972
0.41818,20.955
0.41918,20.938
0.42018,20.921
0.42118,20.904
0.42218,20.887
0.42318,20.87
0.42418,20.853
0.42518,20.836
0.42618,20.819
0.42718,20.802
0.42818,20.785
0.42918,20.768
0.43018,20.751
0.43118,20.734
0.43218,20.717
0.43318,20.7
0.43418,20.682
0.43518,20.665
0.43618,20.648
0.43718,20.631
0.43818,20.614
0.43918,20.597
0.44018,20.58
0.44118,20.563
0.44218,20.546
0.44318,20.529
0.44418,20.512
0.44518,20.495
0.44618,20.478
0.44718,20.461
0.44818,20.444
0.44918,20.427
0.45018,20.41
0.45118,20.393
0.45218,20.376
0.45318,20.359
0.45418,20.342
0.45518,20.325
0.45618,20.308
0.45718,20.291
0.45818,20.274
0.45918,20.257
0.46018,20.24
0.46118,20.223
0.46218,20.206
0.46318,20.188
0.46418,20.169
0.46518,20.148
0.46618,20.127
0.46718,20.106
0.46818,20.084
0.46918,20.063
0.47018,20.042
0.47118,20.021
0.47218,20
0.47318,19.979
0.47418,19.958
0.47518,19.937
0.47618,19.916
0.47718,19.895
0.47818,19.874
0.47918,19.853
0.48018,19.832
0.48118,19.811
0.48218,19.789
0.48318,19.768
0.48418,19.747
0.48518,19.726
0.48618,19.705
0.48718,19.684
0.48818,19.663
0.48918,19.642
0.49018,19.621
0.49118,19.6
0.49218,19.579
0.49318,19.558
0.49418,19.537
0.49518,19.516
0.49618,19.494
0.49718,19.473
0.49818,19.452
0.49918,19.431
0.50018,19.41
0.50118,19.389
0.50218,19.368
0.50318,19.347
0.50418,19.326
0.50518,19.305
0.50618,19.284
0.50718,19.263
0.50818,19.242
0.50918,19.22
0.51018,19.199
0.51118,19.178
0.51218,19.157
0.51318,19.136
0.51418,19.115
0.51518,19.094
0.51618,19.073
0.51718,19.052
0.51818,19.031
0.51918,19.01
0.52018,18.989
0.52118,18.968
0.52218,18.947
0.52318,18.925
0.52418,18.904
0.52518,18.883
0.52618,18.862
0.52718,18.841
0.52818,18.82
0.52918,18.799
0.53018,18.778
0.53118,18.757
0.53218,18.736
0.53318,18.715
0.53418,18.694
0.53518,18.673
0.53618,18.651
0.53718,18.63
0.53818,18.609
0.53918,18.588
0.54018,18.567
0.54118,18.546
0.54218,18.525
0.54318,18.504
0.54418,18.483
0.54518,18.462
0.54618,18.441
0.54718,18.42
0.54818,18.399
0.54918,18.378
0.55018,18.356
0.55118,18.335
0.55218,18.314
0.55318,18.293
0.55418,18.272
0.55518,18.251
0.55618,18.23
0.55718,18.209
0.55818,18.188
0.55918,18.167
0.56018,18.146
0.56118,18.125
0.56218,18.104
0.56318,18.083
0.56418,18.061
0.56518,18.04
0.56618,18.019
0.56718,17.998
0.56818,17.977
0.56918,17.956
0.57018,17.935
0.57118,17.914
0.57218,17.893
0.57318,17.88
0.57418,17.872
0.57518,17.864
0.57618,17.855
0.57718,17.847
0.57818,17.838
0.57918,17.83
0.58018,17.822
0.58118,17.813
0.58218,17.805
0.58318,17.796
0.58418,17.788
0.58518,17.78
0.58618,17.771
0.58718,17.763
0.58818,17.755
0.58918,17.746
0.59018,17.738
0.59118,17.729
0.59218,17.721
0.59318,17.713
0.59418,17.704
0.59518,17.696
0.59618,17.688
0.59718,17.679
0.59818,17.671
0.59918,17.662
0.60018,17.654
0.60118,17.646
0.60218,17.637
0.60318,17.629
0.60418,17.62
0.60518,17.612
0.60618,17.604
0.60718,17.595
0.60818,17.587
0.60918,17.579
0.61018,17.57
0.61118,17.562
0.61218,17.553
0.61318,17.545
0.61418,17.537
0.61518,17.528
0.61618,17.52
0.61718,17.511
0.61818,17.503
0.61918,17.495
0.62018,17.486
0.62118,17.478
0.62218,17.47
0.62318,17.461
0.62418,17.453
0.62518,17.444
0.62618,17.436
0.62718,17.428
0.62818,17.419
0.62918,17.411
0.63018,17.402
0.63118,17.394
0.63218,17.386
0.63318,17.377
0.63418,17.369
0.63518,17.361
0.63618,17.352
0.63718,17.344
0.63818,17.335
0.63918,17.327
0.64018,17.319
0.64118,17.31
0.64218,17.302
0.64318,17.293
0.64418,17.285
0.64518,17.277
0.64618,17.268
0.64718,17.26
0.64818,17.252
0.64918,17.243
0.65018,17.235
0.65118,17.226
0.65218,17.218
0.65318,17.21
0.65418,17.201
0.65518,17.193
0.65618,17.184
0.65718,17.176
0.65818,17.168
0.65918,17.159
0.66018,17.151
0.66118,17.143
0.66218,17.134
0.66318,17.126
0.66418,17.117
0.66518,17.109
0.66618,17.101
0.66718,17.092
0.66818,17.084
0.66918,17.075
0.67018,17.067
0.67118,17.059
0.67218,17.05
0.67318,17.042
0.67418,17.034
0.67518,17.025
0.67618,17.017
0.67718,17.008
0.67818,17
0.67918,16.992
0.68018,16.983
0.68118,16.975
0.68218,16.966
0.68318,16.958
0.68418,16.95
0.68518,16.941
0.68618,16.933
0.68718,16.925
0.68818,16.916
0.68918,16.908
0.69018,16.899
0.69118,16.891
0.69218,16.883
0.69318,16.874
0.69418,16.866
0.69518,16.857
0.69618,16.849
0.69718,16.841
0.69818,16.832
0.69918,16.824
0.70018,16.816
0.70118,16.807
0.70218,16.799
0.70318,16.79
0.70418,16.782
0.70518,16.774
0.70618,16.765
0.70718,16.757
0.70818,16.748
0.70918,16.74
0.71018,16.732
0.71118,16.723
0.71218,16.715
0.71318,16.707
0.71418,16.698
0.71518,16.69
0.71618,16.681
0.71718,16.673
0.71818,16.665
0.71918,16.656
0.72018,16.648
0.72118,16.639
0.72218,16.631
0.72318,16.623
0.72418,16.614
0.72518,16.606
0.72618,16.598
0.72718,16.589
0.72818,16.581
0.72918,16.572
0.73018,16.564
0.73118,16.556
0.73218,16.547
0.73318,16.539
0.73418,16.53
0.73518,16.522
0.73618,16.514
0.73718,16.505
0.73818,16.497
0.73918,16.489
0.74018,16.48
0.74118,16.472
0.74218,16.463
0.74318,16.455
0.74418,16.447
0.74518,16.438
0.74618,16.43
0.74718,16.421
0.74818,16.413
0.74918,16.405
0.75018,16.396
0.75118,16.388
0.75218,16.38
0.75318,16.371
0.75418,16.363
0.75518,16.354
0.75618,16.346
0.75718,16.338
0.75818,16.329
0.75918,16.321
0.76018,16.312
0.76118,16.304
0.76218,16.296
0.76318,16.287
0.76418,16.279
0.76518,16.271
0.76618,16.262
0.76718,16.254
0.76818,16.245
0.76918,16.237
0.77018,16.229
0.77118,16.22
0.77218,16.212
0.77318,16.203
0.77418,16.195
0.77518,16.187
0.77618,16.178
0.77718,16.17
0.77818,16.162
0.77918,16.153
0.78018,16.145
0.78118,16.136
0.78218,16.128
0.78318,16.12
0.78418,16.111
0.78518,16.103
0.78618,16.094
0.78718,16.086
0.78818,16.078
0.78918,16.07
0.79018,16.062
0.79118,16.055
0.79218,16.047
0.79318,16.039
0.79418,16.032
0.79518,16.024
0.79618,16.016
0.79718,16.009
0.79818,16.001
0.79918,15.994
0.80018,15.986
0.80118,15.978
0.80218,15.971
0.80318,15.963
0.80418,15.955
0.80518,15.948
0.80618,15.94
0.80718,15.932
0.80818,15.925
0.80918,15.917
0.81018,15.91
0.81118,15.902
0.81218,15.894
0.81318,15.887
0.81418,15.879
0.81518,15.871
0.81618,15.864
0.81718,15.856
0.81818,15.849
0.81918,15.841
0.82018,15.833
0.82118,15.826
0.82218,15.818
0.82318,15.81
0.82418,15.803
0.82518,15.795
0.82618,15.788
0.82718,15.78
0.82818,15.772
0.82918,15.765
0.83018,15.757
0.83118,15.749
0.83218,15.742
0.83318,15.734
0.83418,15.726
0.83518,15.719
0.83618,15.711
0.83718,15.704
0.83818,15.696
0.83918,15.688
0.84018,15.681
0.84118,15.673
0.84218,15.665
0.84318,15.658
0.84418,15.65
0.84518,15.643
0.84618,15.635
0.84718,15.627
0.84818,15.62
0.84918,15.612
0.85018,15.604
0.85118,15.597
0.85218,15.589
0.85318,15.581
0.85418,15.574
0.85518,15.566
0.85618,15.559
0.85718,15.551
0.85818,15.543
0.85918,15.536
0.86018,15.528
0.86118,15.52
0.86218,15.513
0.86318,15.505
0.86418,15.498
0.86518,15.49
0.86618,15.482
0.86718,15.475
0.86818,15.467
0.86918,15.459
0.87018,15.452
0.87118,15.444
0.87218,15.436
0.87318,15.429
0.87418,15.421
0.87518,15.414
0.87618,15.406
0.87718,15.398
0.87818,15.391
0.87918,15.383
0.88018,15.375
0.88118,15.368
0.88218,15.36
0.88318,15.353
0.88418,15.345
0.88518,15.337
0.88618,15.33
0.88718,15.322
0.88818,15.314
0.88918,15.307
0.89018,15.299
0.89118,15.292
0.89218,15.284
0.89318,15.276
0.89418,15.269
0.89518,15.261
0.89618,15.253
0.89718,15.246
0.89818,15.238
0.89918,15.23
0.90018,15.223
0.90118,15.215
0.90218,15.208
0.90318,15.2
0.90418,15.192
0.90518,15.185
0.90618,15.177
0.90718,15.169
0.90818,15.162
0.90918,15.154
0.91018,15.147
0.91118,15.139
0.91218,15.131
0.91318,15.124
0.91418,15.116
0.91518,15.108
0.91618,15.101
0.91718,15.093
0.91818,15.085
0.91918,15.078
0.92018,15.07
0.92118,15.063
0.92218,15.055
0.92318,15.047
0.92418,15.04
0.92518,15.032
0.92618,15.024
0.92718,15.017
0.92818,15.009
0.92918,15.002
0.93018,14.994
0.93118,14.986
0.93218,14.979
0.93318,14.971
0.93418,14.963
0.93518,14.956
0.93618,14.948
0.93718,14.94
0.93818,14.933
0.93918,14.925
0.94018,14.918
0.94118,14.91
0.94218,14.902
0.94318,14.895
0.94418,14.887
0.94518,14.879
0.94618,14.872
0.94718,14.864
0.94818,14.857
0.94918,14.849
0.95018,14.841
0.95118,14.834
0.95218,14.826
0.95318,14.818
0.95418,14.811
0.95518,14.803
0.95618,14.796
0.95718,14.788
0.95818,14.78
0.95918,14.773
0.96018,14.765
0.96118,14.757
0.96218,14.75
0.96318,14.742
0.96418,14.734
0.96518,14.727
0.96618,14.719
0.96718,14.712
0.96818,14.704
0.96918,14.696
0.97018,14.689
0.97118,14.681
0.97218,14.673
0.97318,14.666
0.97418,14.658
0.97518,14.651
0.97618,14.643
0.97718,14.635
0.97818,14.628
0.97918,14.62
0.98018,14.612
0.98118,14.605
0.98218,14.597
0.98318,14.589
0.98418,14.582
0.98518,14.574
0.98618,14.567
0.98718,14.559
0.98818,14.551
0.98918,14.544
0.99018,14.536
0.99118,14.528
0.99218,14.521
0.99318,14.513
0.99418,14.506
0.99518,14.498
0.99618,14.49
0.99718,14.483
0.99818,14.475
0.99918,14.467
1.0002,14.46
1.0012,14.452
1.0022,14.444
1.0032,14.437
1.0042,14.429
1.0052,14.422
1.0062,14.414
1.0072,14.406
1.0082,14.399
1.0092,14.391
1.0102,14.383
1.0112,14.376
1.0122,14.368
1.0132,14.361
1.0142,14.353
1.0152,14.345
1.0162,14.338
1.0172,14.33
1.0182,14.322
1.0192,14.315
1.0202,14.307
1.0212,14.299
1.0222,14.292
1.0232,14.284
1.0242,14.277
1.0252,14.269
1.0262,14.261
1.0272,14.254
1.0282,14.246
1.0292,14.238
1.0302,14.231
1.0312,14.223
1.0322,14.216
1.0332,14.208
1.0342,14.2
1.0352,14.193
1.0362,14.185
1.0372,14.177
1.0382,14.17
1.0392,14.162
1.0402,14.155
1.0412,14.147
1.0422,14.139
1.0432,14.132
1.0442,14.124
1.0452,14.116
1.0462,14.109
1.0472,14.101
1.0482,14.093
1.0492,14.086
1.0502,14.078
1.0512,14.071
1.0522,14.063
1.0532,14.055
1.0542,14.048
1.0552,14.04
1.0562,14.032
1.0572,14.025
1.0582,14.017
1.0592,14.01
1.0602,14.002
1.0612,13.994
1.0622,13.987
1.0632,13.979
1.0642,13.971
1.0652,13.964
1.0662,13.956
1.0672,13.949
1.0682,13.943
1.0692,13.939
1.0702,13.935
1.0712,13.931
1.0722,13.927
1.0732,13.923
1.0742,13.919
1.0752,13.915
1.0762,13.911
1.0772,13.907
1.0782,13.903
1.0792,13.899
1.0802,13.895
1.0812,13.891
1.0822,13.887
1.0832,13.883
1.0842,13.878
1.0852,13.874
1.0862,13.87
1.0872,13.866
1.0882,13.862
1.0892,13.858
1.0902,13.854
1.0912,13.85
1.0922,13.846
1.0932,13.842
1.0942,13.838
1.0952,13.834
1.0962,13.83
1.0972,13.826
1.0982,13.822
1.0992,13.818
1.1002,13.814
1.1012,13.81
1.1022,13.806
1.1032,13.802
1.1042,13.797
1.1052,13.793
1.1062,13.789
1.1072,13.785
1.1082,13.781
1.1092,13.777
1.1102,13.773
1.1112,13.769
1.1122,13.765
1.1132,13.761
1.1142,13.757
1.1152,13.753
1.1162,13.749
1.1172,13.745
1.1182,13.741
1.1192,13.737
1.1202,13.733
1.1212,13.729
1.1222,13.725
1.1232,13.721
1.1242,13.717
1.1252,13.712
1.1262,13.708
1.1272,13.704
1.1282,13.7
1.1292,13.696
1.1302,13.692
1.1312,13.688
1.1322,13.684
1.1332,13.68
1.1342,13.676
1.1352,13.672
1.1362,13.668
1.1372,13.664
1.1382,13.66
1.1392,13.656
1.1402,13.652
1.1412,13.648
1.1422,13.644
1.1432,13.64
1.1442,13.636
1.1452,13.631
1.1462,13.627
1.1472,13.623
1.1482,13.619
1.1492,13.615
1.1502,13.611
1.1512,13.607
1.1522,13.603
1.1532,13.599
1.1542,13.595
1.1552,13.591
1.1562,13.587
1.1572,13.583
1.1582,13.579
1.1592,13.575
1.1602,13.571
1.1612,13.567
1.1622,13.563
1.1632,13.559
1.1642,13.555
1.1652,13.55
1.1662,13.546
1.1672,13.542
1.1682,13.538
1.1692,13.534
1.1702,13.53
1.1712,13.526
1.1722,13.522
1.1732,13.518
1.1742,13.514
1.1752,13.51
1.1762,13.506
1.1772,13.502
1.1782,13.498
1.1792,13.494
1.1802,13.49
1.1812,13.486
1.1822,13.482
1.1832,13.478
1.1842,13.474
1.1852,13.47
1.1862,13.465
1.1872,13.461
1.1882,13.457
1.1892,13.453
1.1902,13.449
1.1912,13.445
1.1922,13.441
1.1932,13.437
1.1942,13.433
1.1952,13.429
1.1962,13.425
1.1972,13.421
1.1982,13.417
1.1992,13.413
1.2002,13.409
1.2012,13.405
1.2022,13.401
1.2032,13.397
1.2042,13.393
1.2052,13.389
1.2062,13.384
1.2072,13.38
1.2082,13.376
1.2092,13.372
1.2102,13.368
1.2112,13.364
1.2122,13.36
1.2132,13.356
1.2142,13.352
1.2152,13.348
1.2162,13.344
1.2172,13.34
1.2182,13.336
1.2192,13.332
1.2202,13.328
1.2212,13.324
1.2222,13.32
1.2232,13.316
1.2242,13.312
1.2252,13.308
1.2262,13.303
1.2272,13.299
1.2282,13.295
1.2292,13.291
1.2302,13.287
1.2312,13.283
1.2322,13.279
1.2332,13.275
1.2342,13.271
1.2352,13.267
1.2362,13.263
1.2372,13.259
1.2382,13.255
1.2392,13.251
1.2402,13.247
1.2412,13.243
1.2422,13.239
1.2432,13.235
1.2442,13.231
1.2452,13.227
1.2462,13.223
1.2472,13.218
1.2482,13.214
1.2492,13.21
1.2502,13.206
1.2512,13.202
1.2522,13.198
1.2532,13.194
1.2542,13.19
1.2552,13.186
1.2562,13.182
1.2572,13.178
1.2582,13.174
1.2592,13.17
1.2602,13.166
1.2612,13.162
1.2622,13.158
1.2632,13.154
1.2642,13.15
1.2652,13.146
1.2662,13.142
1.2672,13.137
1.2682,13.133
1.2692,13.129
1.2702,13.125
1.2712,13.121
1.2722,13.117
1.2732,13.113
1.2742,13.109
1.2752,13.105
1.2762,13.101
1.2772,13.097
1.2782,13.093
1.2792,13.089
1.2802,13.085
1.2812,13.081
1.2822,13.077
1.2832,13.073
1.2842,13.069
1.2852,13.065
1.2862,13.061
1.2872,13.056
1.2882,13.052
1.2892,13.048
1.2902,13.044
1.2912,13.04
1.2922,13.036
1.2932,13.032
1.2942,13.028
1.2952,13.024
1.2962,13.02
1.2972,13.016
1.2982,13.012
1.2992,13.008
1.3002,13.004
1.3012,13
1.3022,12.996
1.3032,12.992
1.3042,12.988
1.3052,12.984
1.3062,12.98
1.3072,12.976
1.3082,12.971
1.3092,12.967
1.3102,12.963
1.3112,12.959
1.3122,12.955
1.3132,12.951
1.3142,12.947
1.3152,12.943
1.3162,12.939
1.3172,12.935
1.3182,12.931
1.3192,12.927
1.3202,12.923
1.3212,12.919
1.3222,12.915
1.3232,12.911
1.3242,12.907
1.3252,12.903
1.3262,12.899
1.3272,12.895
1.3282,12.89
1.3292,12.886
1.3302,12.882
1.3312,12.878
1.3322,12.874
1.3332,12.87
1.3342,12.866
1.3352,12.862
1.3362,12.858
1.3372,12.854
1.3382,12.85
1.3392,12.846
1.3402,12.842
1.3412,12.838
1.3422,12.834
1.3432,12.83
1.3442,12.826
1.3452,12.822
1.3462,12.818
1.3472,12.814
1.3482,12.809
1.3492,12.805
1.3502,12.801
1.3512,12.797
1.3522,12.793
1.3532,12.789
1.3542,12.785
1.3552,12.781
1.3562,12.777
1.3572,12.773
1.3582,12.769
1.3592,12.765
1.3602,12.761
1.3612,12.757
1.3622,12.753
1.3632,12.749
1.3642,12.745
1.3652,12.741
1.3662,12.737
1.3672,12.733
1.3682,12.728
1.3692,12.724
1.3702,12.72
1.3712,12.716
1.3722,12.712
1.3732,12.708
1.3742,12.704
1.3752,12.7
1.3762,12.696
1.3772,12.692
1.3782,12.688
1.3792,12.684
1.3802,12.68
1.3812,12.676
1.3822,12.672
1.3832,12.668
1.3842,12.664
1.3852,12.66
1.3862,12.656
1.3872,12.652
1.3882,12.648
1.3892,12.643
1.3902,12.639
1.3912,12.635
1.3922,12.631
1.3932,12.627
1.3942,12.622
1.3952,12.618
1.3962,12.613
1.3972,12.609
1.3982,12.604
1.3992,12.6
1.4002,12.595
1.4012,12.591
1.4022,12.586
1.4032,12.582
1.4042,12.577
1.4052,12.572
1.4062,12.568
1.4072,12.563
1.4082,12.559
1.4092,12.554
1.4102,12.55
1.4112,12.545
1.4122,12.541
1.4132,12.536
1.4142,12.532
1.4152,12.527
1.4162,12.523
1.4172,12.518
1.4182,12.513
1.4192,12.509
1.4202,12.504
1.4212,12.5
1.4222,12.495
1.4232,12.491
1.4242,12.486
1.4252,12.482
1.4262,12.477
1.4272,12.473
1.4282,12.468
1.4292,12.464
1.4302,12.459
1.4312,12.454
1.4322,12.45
1.4332,12.445
1.4342,12.441
1.4352,12.436
1.4362,12.432
1.4372,12.427
1.4382,12.423
1.4392,12.418
1.4402,12.414
1.4412,12.409
1.4422,12.405
1.4432,12.4
1.4442,12.395
1.4452,12.391
1.4462,12.386
1.4472,12.382
1.4482,12.377
1.4492,12.373
1.4502,12.368
1.4512,12.364
1.4522,12.359
1.4532,12.355
1.4542,12.35
1.4552,12.346
1.4562,12.341
1.4572,12.336
1.4582,12.332
1.4592,12.327
1.4602,12.323
1.4612,12.318
1.4622,12.314
1.4632,12.309
1.4642,12.305
1.4652,12.3
1.4662,12.296
1.4672,12.291
1.4682,12.287
1.4692,12.282
1.4702,12.277
1.4712,12.273
1.4722,12.268
1.4732,12.264
1.4742,12.259
1.4752,12.255
1.4762,12.25
1.4772,12.246
1.4782,12.241
1.4792,12.237
1.4802,12.232
1.4812,12.228
1.4822,12.223
1.4832,12.218
1.4842,12.214
1.4852,12.209
1.4862,12.205
1.4872,12.2
1.4882,12.196
1.4892,12.191
1.4902,12.187
1.4912,12.182
1.4922,12.178
1.4932,12.173
1.4942,12.169
1.4952,12.164
1.4962,12.159
1.4972,12.155
1.4982,12.15
1.4992,12.146
1.5002,12.141
1.5012,12.137
1.5022,12.132
1.5032,12.128
1.5042,12.123
1.5052,12.119
1.5062,12.114
1.5072,12.11
1.5082,12.105
1.5092,12.1
1.5102,12.096
1.5112,12.091
1.5122,12.087
1.5132,12.082
1.5142,12.078
1.5152,12.073
1.5162,12.069
1.5172,12.064
1.5182,12.06
1.5192,12.055
1.5202,12.051
1.5212,12.046
1.5222,12.041
1.5232,12.037
1.5242,12.032
1.5252,12.028
