Time,Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),AoA (),Multiplier ()
1.2416,7.6292,9.4159,1.8432,9.5836,4.5778,9.62E-08,-0.5904,0.5904,-1.5708,1.7852,4.1903,0.49934,-1.4067,9.7922,0.32541,0,-0.64336,-0.64336,1061.4,71.727,0.083062,2.47E-04,39.621,55.006,-2.0191,0.027672,604526,13.241,0.12713,0.39613,0.51345,0.22755,0.048485,0.1201,2.2831,-3.9766,-1.07E-04,0,0,0,0,-0.63327,7.62,45.604,1.2682,-1.5708,2,14.95,0.98858,0.15072,2.08E-08,0,10.741,1.2962
1.2426,7.6386,9.4177,1.8367,9.5862,4.5816,9.66E-08,-0.59218,0.59218,-1.5708,1.7894,4.1973,0.49934,-1.4067,9.7922,0.3256,0,-0.64426,-0.64426,1061.4,71.72,0.083062,2.47E-04,39.625,55.006,-2.0185,0.027677,604637,13.237,0.12717,0.39612,0.51342,0.22754,0.048485,0.1201,2.2853,-3.9778,-1.26E-04,0,0,0,0,-0.63482,7.62,45.604,1.2676,-1.5708,2,14.95,0.98853,0.15104,2.07E-08,0,10.763,1.2961
1.2436,7.648,9.4196,1.8302,9.5888,4.5855,9.69E-08,-0.59398,0.59398,-1.5708,1.7936,4.2044,0.49934,-1.4067,9.7922,0.32579,0,-0.64517,-0.64517,1061.4,71.712,0.083062,2.47E-04,39.63,55.006,-2.0178,0.027682,604749,13.233,0.12721,0.39611,0.51339,0.22753,0.048485,0.1201,2.2876,-3.9794,2.50E-04,0,0,0,0,-0.63636,7.62,45.604,1.2669,-1.5708,2,14.95,0.98848,0.15136,2.06E-08,0,10.786,1.2961
1.2446,7.6574,9.4214,1.8236,9.5914,4.5893,9.73E-08,-0.59577,0.59577,-1.5708,1.7978,4.2115,0.49934,-1.4067,9.7922,0.32599,0,-0.64607,-0.64607,1061.4,71.705,0.083062,2.47E-04,39.635,55.006,-2.0172,0.027687,604860,13.229,0.12725,0.39611,0.51335,0.22752,0.048485,0.1201,2.2899,-3.9808,4.05E-04,0,0,0,0,-0.63791,7.62,45.604,1.2663,-1.5708,2,14.95,0.98843,0.15168,2.05E-08,0,10.809,1.296
1.2456,7.6669,9.4232,1.8171,9.594,4.5933,9.76E-08,-0.59757,0.59757,-1.5708,1.802,4.2185,0.49934,-1.4067,9.7922,0.32618,0,-0.64698,-0.64698,1061.4,71.698,0.083063,2.47E-04,39.64,55.006,-2.0165,0.027692,604970,13.225,0.12728,0.3961,0.51332,0.22751,0.048485,0.1201,2.2922,-3.9829,-8.99E-05,0,0,0,0,-0.63947,7.62,45.604,1.2656,-1.5708,2,14.95,0.98838,0.152,2.04E-08,0,10.831,1.296
1.2466,7.6763,9.425,1.8105,9.5965,4.5972,9.80E-08,-0.59938,0.59938,-1.5708,1.8062,4.2256,0.49934,-1.4067,9.7922,0.32638,0,-0.64788,-0.64788,1061.4,71.691,0.083063,2.47E-04,39.645,55.006,-2.0159,0.027697,605081,13.221,0.12732,0.39609,0.51329,0.2275,0.048485,0.1201,2.2944,-3.9842,-1.60E-04,0,0,0,0,-0.64103,7.62,45.604,1.265,-1.5708,2,14.95,0.98833,0.15232,2.03E-08,0,10.854,1.2959
1.2476,7.6857,9.4268,1.804,9.5991,4.6011,9.83E-08,-0.60118,0.60118,-1.5708,1.8105,4.2327,0.49934,-1.4067,9.7922,0.32658,0,-0.64879,-0.64879,1061.4,71.684,0.083063,2.47E-04,39.649,55.006,-2.0153,0.027702,605191,13.217,0.12736,0.39608,0.51326,0.22749,0.048485,0.1201,2.2967,-3.9857,1.84E-04,0,0,0,0,-0.64259,7.62,45.604,1.2643,-1.5708,2,14.95,0.98828,0.15264,2.02E-08,0,10.877,1.2958
1.2486,7.6951,9.4286,1.7974,9.6017,4.6051,9.87E-08,-0.603,0.603,-1.5708,1.8147,4.2398,0.49934,-1.4067,9.7922,0.32677,0,-0.6497,-0.6497,1061.4,71.677,0.083064,2.47E-04,39.654,55.006,-2.0146,0.027707,605301,13.213,0.1274,0.39607,0.51323,0.22749,0.048485,0.1201,2.299,-3.9879,-2.01E-04,0,0,0,0,-0.64415,7.62,45.604,1.2637,-1.5708,2,14.95,0.98823,0.15296,2.01E-08,0,10.9,1.2958
1.2496,7.7046,9.4304,1.7908,9.6043,4.609,9.90E-08,-0.60481,0.60481,-1.5708,1.8189,4.2469,0.49934,-1.4067,9.7922,0.32697,0,-0.65061,-0.65061,1061.3,71.67,0.083064,2.47E-04,39.659,55.006,-2.014,0.027712,605410,13.209,0.12744,0.39606,0.51319,0.22748,0.048485,0.1201,2.3013,-3.989,-4.17E-04,0,0,0,0,-0.64572,7.62,45.604,1.263,-1.5708,2,14.95,0.98818,0.15328,2.00E-08,0,10.923,1.2957
1.2506,7.714,9.4322,1.7843,9.6068,4.613,9.94E-08,-0.60663,0.60663,-1.5708,1.8232,4.254,0.49934,-1.4067,9.7922,0.32717,0,-0.65151,-0.65151,1061.3,71.663,0.083065,2.47E-04,39.664,55.005,-2.0133,0.027717,605520,13.205,0.12748,0.39605,0.51316,0.22747,0.048485,0.1201,2.3036,-3.9908,-1.70E-04,0,0,0,0,-0.64729,7.62,45.604,1.2624,-1.5708,2,14.95,0.98813,0.1536,1.99E-08,0,10.946,1.2957
1.2516,7.7234,9.434,1.7777,9.6094,4.617,9.97E-08,-0.60846,0.60846,-1.5708,1.8274,4.2611,0.49934,-1.4067,9.7922,0.32736,0,-0.65242,-0.65242,1061.3,71.656,0.083066,2.47E-04,39.669,55.005,-2.0127,0.027722,605629,13.201,0.12751,0.39605,0.51313,0.22746,0.048485,0.1201,2.3059,-3.9919,-6.53E-05,0,0,0,0,-0.64887,7.62,45.604,1.2617,-1.5708,2,14.95,0.98808,0.15392,1.97E-08,0,10.968,1.2956
1.2526,7.7329,9.4358,1.7711,9.6119,4.6211,1.00E-07,-0.61029,0.61029,-1.5708,1.8317,4.2682,0.49934,-1.4067,9.7922,0.32756,0,-0.65333,-0.65333,1061.3,71.649,0.083067,2.47E-04,39.673,55.005,-2.0121,0.027727,605737,13.197,0.12755,0.39604,0.51309,0.22745,0.048485,0.1201,2.3082,-3.9935,-8.73E-05,0,0,0,0,-0.65044,7.62,45.604,1.2611,-1.5708,2,14.95,0.98803,0.15425,1.96E-08,0,10.991,1.2956
1.2536,7.7423,9.4376,1.7645,9.6145,4.6251,1.00E-07,-0.61212,0.61212,-1.5708,1.836,4.2753,0.49934,-1.4067,9.7922,0.32776,0,-0.65425,-0.65425,1061.3,71.642,0.083068,2.47E-04,39.678,55.005,-2.0114,0.027732,605845,13.193,0.12759,0.39603,0.51306,0.22744,0.048485,0.1201,2.3105,-3.9954,4.06E-04,0,0,0,0,-0.65203,7.62,45.604,1.2604,-1.5708,2,14.95,0.98798,0.15457,1.95E-08,0,11.014,1.2955
1.2546,7.7517,9.4393,1.7579,9.617,4.6292,1.01E-07,-0.61396,0.61396,-1.5708,1.8403,4.2824,0.49934,-1.4067,9.7922,0.32796,0,-0.65516,-0.65516,1061.3,71.635,0.083069,2.47E-04,39.683,55.005,-2.0108,0.027737,605953,13.189,0.12763,0.39602,0.51303,0.22743,0.048485,0.1201,2.3129,-3.9972,1.29E-04,0,0,0,0,-0.65361,7.62,45.604,1.2598,-1.5708,2,14.95,0.98793,0.15489,1.93E-08,0,11.037,1.2955
1.2556,7.7612,9.4411,1.7512,9.6196,4.6333,1.01E-07,-0.6158,0.6158,-1.5708,1.8445,4.2896,0.49934,-1.4067,9.7922,0.32816,0,-0.65607,-0.65607,1061.3,71.627,0.08307,2.47E-04,39.688,55.005,-2.0102,0.027742,606061,13.184,0.12766,0.39601,0.51299,0.22743,0.048485,0.1201,2.3152,-3.9986,-5.89E-05,0,0,0,0,-0.6552,7.62,45.604,1.2591,-1.5708,2,14.95,0.98788,0.15522,1.92E-08,0,11.061,1.2954
1.2566,7.7706,9.4428,1.7446,9.6221,4.6374,1.01E-07,-0.61765,0.61765,-1.5708,1.8488,4.2967,0.49934,-1.4067,9.7922,0.32835,0,-0.65698,-0.65698,1061.3,71.62,0.083072,2.47E-04,39.693,55.005,-2.0096,0.027747,606169,13.18,0.1277,0.396,0.51296,0.22742,0.048485,0.1201,2.3175,-4.0008,-1.09E-05,0,0,0,0,-0.65679,7.62,45.604,1.2584,-1.5708,2,14.949,0.98783,0.15554,1.92E-08,0,11.084,1.2953
1.2576,7.7801,9.4446,1.738,9.6247,4.6415,1.02E-07,-0.6195,0.6195,-1.5708,1.8531,4.3038,0.49934,-1.4067,9.7922,0.32855,0,-0.6579,-0.6579,1061.3,71.613,0.083073,2.47E-04,39.697,55.005,-2.0089,0.027752,606276,13.176,0.12774,0.39599,0.51293,0.22741,0.048485,0.1201,2.3198,-4.0024,-3.93E-04,0,0,0,0,-0.65838,7.62,45.604,1.2578,-1.5708,2,14.949,0.98778,0.15586,1.91E-08,0,11.107,1.2953
1.2586,7.7895,9.4463,1.7313,9.6272,4.6456,1.02E-07,-0.62136,0.62136,-1.5708,1.8574,4.3109,0.49934,-1.4067,9.7922,0.32875,0,-0.65881,-0.65881,1061.3,71.606,0.083074,2.47E-04,39.702,55.006,-2.0083,0.027757,606382,13.172,0.12777,0.39599,0.51289,0.2274,0.048485,0.1201,2.3222,-4.004,-7.74E-05,0,0,0,0,-0.65998,7.62,45.604,1.2571,-1.5708,2,14.949,0.98773,0.15619,1.90E-08,0,11.13,1.2952
1.2596,7.799,9.448,1.7246,9.6297,4.6498,1.03E-07,-0.62322,0.62322,-1.5708,1.8618,4.3181,0.49934,-1.4067,9.7922,0.32895,0,-0.65973,-0.65973,1061.3,71.599,0.083076,2.47E-04,39.707,55.006,-2.0077,0.027762,606489,13.168,0.12781,0.39598,0.51286,0.22739,0.048485,0.1201,2.3245,-4.0052,3.50E-04,0,0,0,0,-0.66158,7.62,45.604,1.2565,-1.5708,2,14.949,0.98768,0.15652,1.89E-08,0,11.153,1.2952
1.2606,7.8084,9.4498,1.718,9.6322,4.6539,1.03E-07,-0.62508,0.62508,-1.5708,1.8661,4.3252,0.49934,-1.4067,9.7922,0.32915,0,-0.66064,-0.66064,1061.3,71.592,0.083078,2.47E-04,39.712,55.006,-2.007,0.027767,606595,13.164,0.12785,0.39597,0.51282,0.22738,0.048485,0.1201,2.3269,-4.0067,4.24E-04,0,0,0,0,-0.66319,7.62,45.604,1.2558,-1.5708,2,14.949,0.98762,0.15684,1.88E-08,0,11.176,1.2951
1.2616,7.8179,9.4515,1.7113,9.6348,4.6581,1.03E-07,-0.62695,0.62695,-1.5708,1.8704,4.3324,0.49934,-1.4067,9.7922,0.32935,0,-0.66156,-0.66156,1061.3,71.585,0.08308,2.47E-04,39.717,55.006,-2.0064,0.027772,606701,13.16,0.12788,0.39596,0.51279,0.22738,0.048485,0.1201,2.3292,-4.0089,-3.42E-04,0,0,0,0,-0.6648,7.62,45.604,1.2552,-1.5708,2,14.949,0.98757,0.15717,1.87E-08,0,11.2,1.2951
1.2626,7.8273,9.4532,1.7046,9.6373,4.6623,1.04E-07,-0.62882,0.62882,-1.5708,1.8748,4.3395,0.49934,-1.4067,9.7922,0.32955,0,-0.66248,-0.66248,1061.3,71.578,0.083082,2.47E-04,39.722,55.006,-2.0058,0.027777,606806,13.156,0.12792,0.39595,0.51276,0.22737,0.048485,0.1201,2.3316,-4.0106,3.64E-04,0,0,0,0,-0.66641,7.62,45.604,1.2545,-1.5708,2,14.949,0.98752,0.15749,1.86E-08,0,11.223,1.295
1.2636,7.8368,9.4549,1.6979,9.6398,4.6665,1.04E-07,-0.6307,0.6307,-1.5708,1.8791,4.3467,0.49934,-1.4067,9.7922,0.32976,0,-0.66339,-0.66339,1061.2,71.571,0.083084,2.47E-04,39.727,55.006,-2.0052,0.027781,606912,13.152,0.12795,0.39594,0.51272,0.22736,0.048485,0.1201,2.3339,-4.0117,-3.59E-04,0,0,0,0,-0.66803,7.62,45.604,1.2538,-1.5708,2,14.949,0.98747,0.15782,1.84E-08,0,11.246,1.2949
1.2646,7.8462,9.4566,1.6912,9.6423,4.6708,1.04E-07,-0.63258,0.63258,-1.5708,1.8834,4.3539,0.49934,-1.4067,9.7922,0.32996,0,-0.66431,-0.66431,1061.2,71.564,0.083086,2.47E-04,39.731,55.006,-2.0046,0.027786,607017,13.148,0.12799,0.39594,0.51269,0.22735,0.048485,0.1201,2.3363,-4.0138,-4.49E-05,0,0,0,0,-0.66964,7.62,45.604,1.2532,-1.5708,2,14.949,0.98742,0.15815,1.83E-08,0,11.27,1.2949
1.2656,7.8557,9.4583,1.6845,9.6448,4.6751,1.05E-07,-0.63446,0.63446,-1.5708,1.8878,4.361,0.49934,-1.4067,9.7922,0.33016,0,-0.66523,-0.66523,1061.2,71.557,0.083088,2.47E-04,39.736,55.006,-2.0039,0.027791,607121,13.144,0.12802,0.39593,0.51265,0.22734,0.048485,0.1201,2.3387,-4.0157,1.61E-05,0,0,0,0,-0.67127,7.62,45.604,1.2525,-1.5708,2,14.949,0.98736,0.15848,1.81E-08,0,11.293,1.2948
1.2666,7.8651,9.46,1.6778,9.6473,4.6793,1.05E-07,-0.63635,0.63635,-1.5708,1.8922,4.3682,0.49934,-1.4067,9.7922,0.33036,0,-0.66615,-0.66615,1061.2,71.55,0.08309,2.47E-04,39.741,55.006,-2.0033,0.027796,607226,13.14,0.12806,0.39592,0.51262,0.22734,0.048485,0.1201,2.3411,-4.0166,-1.16E-04,0,0,0,0,-0.67289,7.62,45.604,1.2518,-1.5708,2,14.949,0.98731,0.15881,1.79E-08,0,11.317,1.2947
1.2676,7.8746,9.4616,1.6711,9.6498,4.6836,1.05E-07,-0.63825,0.63825,-1.5708,1.8965,4.3754,0.49934,-1.4067,9.7922,0.33056,0,-0.66707,-0.66707,1061.2,71.542,0.083093,2.47E-04,39.746,55.007,-2.0027,0.027801,607330,13.136,0.1281,0.39591,0.51258,0.22733,0.048485,0.1201,2.3434,-4.0187,-4.96E-04,0,0,0,0,-0.67452,7.62,45.604,1.2512,-1.5708,2,14.949,0.98726,0.15914,1.78E-08,0,11.34,1.2947
1.2686,7.8841,9.4633,1.6643,9.6523,4.6879,1.06E-07,-0.64015,0.64015,-1.5708,1.9009,4.3826,0.49934,-1.4067,9.7922,0.33077,0,-0.66799,-0.66799,1061.2,71.535,0.083095,2.47E-04,39.751,55.007,-2.0021,0.027805,607433,13.132,0.12813,0.3959,0.51255,0.22732,0.048485,0.1201,2.3458,-4.0208,9.92E-05,0,0,0,0,-0.67615,7.62,45.604,1.2505,-1.5708,2,14.949,0.9872,0.15946,1.77E-08,0,11.364,1.2946
1.2696,7.8935,9.465,1.6576,9.6548,4.6923,1.06E-07,-0.64205,0.64205,-1.5708,1.9053,4.3897,0.49934,-1.4067,9.7922,0.33097,0,-0.66892,-0.66892,1061.2,71.528,0.083098,2.47E-04,39.756,55.007,-2.0015,0.02781,607537,13.128,0.12817,0.3959,0.51251,0.22731,0.048485,0.1201,2.3482,-4.0223,1.33E-04,0,0,0,0,-0.67779,7.62,45.604,1.2498,-1.5708,2,14.949,0.98715,0.15979,1.76E-08,0,11.387,1.2946
1.2706,7.903,9.4666,1.6508,9.6573,4.6966,1.06E-07,-0.64396,0.64396,-1.5708,1.9097,4.3969,0.49934,-1.4067,9.7922,0.33117,0,-0.66984,-0.66984,1061.2,71.521,0.0831,2.47E-04,39.761,55.007,-2.0009,0.027815,607640,13.124,0.1282,0.39589,0.51248,0.2273,0.048485,0.1201,2.3506,-4.0237,-2.41E-04,0,0,0,0,-0.67943,7.62,45.604,1.2492,-1.5708,2,14.949,0.9871,0.16013,1.75E-08,0,11.411,1.2945
1.2716,7.9125,9.4683,1.6441,9.6598,4.701,1.07E-07,-0.64587,0.64587,-1.5708,1.9141,4.4041,0.49934,-1.4067,9.7922,0.33138,0,-0.67076,-0.67076,1061.2,71.514,0.083103,2.47E-04,39.765,55.007,-2.0002,0.02782,607743,13.12,0.12823,0.39588,0.51244,0.22729,0.048485,0.1201,2.353,-4.0253,-3.76E-05,0,0,0,0,-0.68107,7.62,45.604,1.2485,-1.5708,2,14.949,0.98704,0.16046,1.74E-08,0,11.435,1.2944
1.2726,7.9219,9.4699,1.6373,9.6623,4.7054,1.07E-07,-0.64779,0.64779,-1.5708,1.9185,4.4113,0.49934,-1.4067,9.7922,0.33158,0,-0.67169,-0.67169,1061.2,71.507,0.083106,2.47E-04,39.77,55.008,-1.9996,0.027824,607845,13.116,0.12827,0.39587,0.5124,0.22729,0.048485,0.1201,2.3554,-4.0273,-1.58E-04,0,0,0,0,-0.68272,7.62,45.604,1.2478,-1.5708,2,14.949,0.98699,0.16079,1.73E-08,0,11.458,1.2944
1.2736,7.9314,9.4715,1.6305,9.6648,4.7098,1.08E-07,-0.64971,0.64971,-1.5708,1.9229,4.4185,0.49934,-1.4067,9.7922,0.33179,0,-0.67261,-0.67261,1061.2,71.5,0.083109,2.47E-04,39.775,55.008,-1.999,0.027829,607947,13.112,0.1283,0.39586,0.51237,0.22728,0.048485,0.1201,2.3578,-4.029,-2.98E-04,0,0,0,0,-0.68437,7.62,45.604,1.2471,-1.5708,2,14.948,0.98693,0.16112,1.72E-08,0,11.482,1.2943
1.2746,7.9409,9.4732,1.6237,9.6672,4.7142,1.08E-07,-0.65163,0.65163,-1.5708,1.9274,4.4257,0.49934,-1.4067,9.7922,0.33199,0,-0.67354,-0.67354,1061.2,71.493,0.083112,2.47E-04,39.78,55.008,-1.9984,0.027834,608049,13.108,0.12834,0.39586,0.51233,0.22727,0.048485,0.1201,2.3603,-4.031,-8.22E-05,0,0,0,0,-0.68602,7.62,45.604,1.2465,-1.5708,2,14.948,0.98688,0.16145,1.71E-08,0,11.506,1.2942
1.2756,7.9503,9.4748,1.6169,9.6697,4.7186,1.08E-07,-0.65356,0.65356,-1.5708,1.9318,4.433,0.49934,-1.4067,9.7922,0.3322,0,-0.67446,-0.67446,1061.2,71.486,0.083115,2.47E-04,39.785,55.008,-1.9978,0.027838,608151,13.103,0.12837,0.39585,0.5123,0.22726,0.048485,0.1201,2.3627,-4.0328,-2.47E-04,0,0,0,0,-0.68768,7.62,45.604,1.2458,-1.5708,2,14.948,0.98683,0.16178,1.70E-08,0,11.53,1.2942
1.2766,7.9598,9.4764,1.6101,9.6722,4.7231,1.09E-07,-0.6555,0.6555,-1.5708,1.9362,4.4402,0.49934,-1.4067,9.7922,0.3324,0,-0.67539,-0.67539,1061.2,71.479,0.083119,2.47E-04,39.79,55.009,-1.9972,0.027843,608252,13.099,0.1284,0.39584,0.51226,0.22726,0.048485,0.1201,2.3651,-4.0343,-4.25E-04,0,0,0,0,-0.68934,7.62,45.604,1.2451,-1.5708,2,14.948,0.98677,0.16212,1.69E-08,0,11.554,1.2941
1.2776,7.9693,9.478,1.6033,9.6747,4.7276,1.09E-07,-0.65743,0.65743,-1.5708,1.9407,4.4474,0.49934,-1.4067,9.7922,0.33261,0,-0.67632,-0.67632,1061.1,71.472,0.083122,2.47E-04,39.795,55.009,-1.9966,0.027848,608353,13.095,0.12844,0.39583,0.51222,0.22725,0.048485,0.1201,2.3675,-4.0361,1.57E-04,0,0,0,0,-0.691,7.62,45.604,1.2444,-1.5708,2,14.948,0.98672,0.16245,1.69E-08,0,11.577,1.294
1.2786,7.9788,9.4796,1.5965,9.6771,4.7321,1.09E-07,-0.65938,0.65938,-1.5708,1.9451,4.4546,0.49934,-1.4067,9.7922,0.33281,0,-0.67724,-0.67724,1061.1,71.465,0.083126,2.47E-04,39.8,55.009,-1.996,0.027852,608454,13.091,0.12847,0.39583,0.51219,0.22724,0.048485,0.1201,2.37,-4.0373,1.26E-05,0,0,0,0,-0.69267,7.62,45.604,1.2438,-1.5708,2,14.948,0.98666,0.16278,1.68E-08,0,11.601,1.294
1.2796,7.9883,9.4812,1.5897,9.6796,4.7366,1.10E-07,-0.66132,0.66132,-1.5708,1.9496,4.4618,0.49934,-1.4067,9.7922,0.33302,0,-0.67817,-0.67817,1061.1,71.457,0.083129,2.47E-04,39.805,55.009,-1.9954,0.027857,608554,13.087,0.1285,0.39582,0.51215,0.22723,0.048485,0.1201,2.3724,-4.0393,-5.06E-05,0,0,0,0,-0.69434,7.62,45.604,1.2431,-1.5708,2,14.948,0.98661,0.16312,1.68E-08,0,11.625,1.2939
1.2806,7.9977,9.4828,1.5828,9.682,4.7411,1.10E-07,-0.66328,0.66328,-1.5708,1.954,4.4691,0.49934,-1.4067,9.7922,0.33323,0,-0.6791,-0.6791,1061.1,71.45,0.083133,2.47E-04,39.81,55.01,-1.9948,0.027862,608654,13.083,0.12854,0.39581,0.51211,0.22722,0.048485,0.1201,2.3749,-4.0414,2.87E-04,0,0,0,0,-0.69602,7.62,45.604,1.2424,-1.5708,2,14.948,0.98655,0.16345,1.67E-08,0,11.649,1.2938
1.2816,8.0072,9.4844,1.576,9.6845,4.7456,1.10E-07,-0.66523,0.66523,-1.5708,1.9585,4.4763,0.49934,-1.4067,9.7922,0.33343,0,-0.68003,-0.68003,1061.1,71.443,0.083137,2.47E-04,39.814,55.01,-1.9942,0.027866,608754,13.079,0.12857,0.3958,0.51207,0.22722,0.048485,0.1201,2.3773,-4.0434,4.29E-04,0,0,0,0,-0.6977,7.62,45.604,1.2417,-1.5708,2,14.948,0.9865,0.16379,1.67E-08,0,11.673,1.2938
1.2826,8.0167,9.486,1.5691,9.6869,4.7502,1.11E-07,-0.66719,0.66719,-1.5708,1.963,4.4836,0.49934,-1.4067,9.7922,0.33364,0,-0.68096,-0.68096,1061.1,71.436,0.083141,2.47E-04,39.819,55.01,-1.9936,0.027871,608853,13.075,0.1286,0.39579,0.51204,0.22721,0.048485,0.1201,2.3798,-4.0447,-2.73E-04,0,0,0,0,-0.69938,7.62,45.604,1.2411,-1.5708,2,14.948,0.98644,0.16412,1.66E-08,0,11.698,1.2937
1.2836,8.0262,9.4875,1.5622,9.6894,4.7548,1.11E-07,-0.66916,0.66916,-1.5708,1.9675,4.4908,0.49934,-1.4067,9.7922,0.33385,0,-0.68189,-0.68189,1061.1,71.429,0.083145,2.47E-04,39.824,55.011,-1.993,0.027875,608952,13.071,0.12864,0.39579,0.512,0.2272,0.048485,0.1201,2.3822,-4.0471,-1.63E-04,0,0,0,0,-0.70106,7.62,45.604,1.2404,-1.5708,2,14.948,0.98638,0.16446,1.66E-08,0,11.722,1.2936
1.2846,8.0357,9.4891,1.5554,9.6918,4.7594,1.12E-07,-0.67113,0.67113,-1.5708,1.972,4.4981,0.49934,-1.4067,9.7922,0.33406,0,-0.68283,-0.68283,1061.1,71.422,0.083149,2.47E-04,39.829,55.011,-1.9924,0.02788,609051,13.067,0.12867,0.39578,0.51196,0.22719,0.048485,0.1201,2.3847,-4.0485,-4.92E-07,0,0,0,0,-0.70275,7.62,45.604,1.2397,-1.5708,2,14.948,0.98633,0.1648,1.65E-08,0,11.746,1.2936
1.2856,8.0452,9.4906,1.5485,9.6943,4.764,1.12E-07,-0.6731,0.6731,-1.5708,1.9765,4.5053,0.49934,-1.4067,9.7922,0.33427,0,-0.68376,-0.68376,1061.1,71.415,0.083153,2.47E-04,39.834,55.011,-1.9918,0.027884,609150,13.063,0.1287,0.39577,0.51192,0.22719,0.048485,0.1201,2.3872,-4.0504,-5.77E-05,0,0,0,0,-0.70444,7.62,45.604,1.239,-1.5708,2,14.948,0.98627,0.16513,1.65E-08,0,11.77,1.2935
1.2866,8.0547,9.4922,1.5416,9.6967,4.7686,1.12E-07,-0.67508,0.67508,-1.5708,1.981,4.5126,0.49934,-1.4067,9.7922,0.33447,0,-0.68469,-0.68469,1061.1,71.408,0.083157,2.47E-04,39.839,55.012,-1.9912,0.027889,609248,13.059,0.12873,0.39576,0.51189,0.22718,0.048485,0.1201,2.3896,-4.0522,3.42E-04,0,0,0,0,-0.70614,7.62,45.604,1.2383,-1.5708,2,14.948,0.98621,0.16547,1.65E-08,0,11.794,1.2934
1.2876,8.0642,9.4937,1.5347,9.6991,4.7733,1.13E-07,-0.67706,0.67706,-1.5708,1.9855,4.5198,0.49934,-1.4067,9.7922,0.33468,0,-0.68563,-0.68563,1061.1,71.401,0.083162,2.47E-04,39.844,55.012,-1.9906,0.027893,609346,13.055,0.12876,0.39576,0.51185,0.22717,0.048485,0.1201,2.3921,-4.0539,4.17E-05,0,0,0,0,-0.70784,7.62,45.604,1.2376,-1.5708,2,14.948,0.98616,0.16581,1.64E-08,0,11.818,1.2933
1.2886,8.0737,9.4953,1.5277,9.7016,4.7779,1.13E-07,-0.67905,0.67905,-1.5708,1.99,4.5271,0.49934,-1.4067,9.7922,0.33489,0,-0.68656,-0.68656,1061.1,71.394,0.083166,2.47E-04,39.849,55.013,-1.99,0.027898,609443,13.051,0.1288,0.39575,0.51181,0.22716,0.048485,0.1201,2.3946,-4.0557,4.55E-04,0,0,0,0,-0.70954,7.62,45.604,1.237,-1.5708,2,14.948,0.9861,0.16615,1.64E-08,0,11.843,1.2933
1.2896,8.0831,9.4968,1.5208,9.704,4.7826,1.13E-07,-0.68104,0.68104,-1.5708,1.9946,4.5344,0.49934,-1.4067,9.7922,0.3351,0,-0.6875,-0.6875,1061.1,71.387,0.083171,2.47E-04,39.854,55.013,-1.9894,0.027902,609540,13.047,0.12883,0.39574,0.51177,0.22715,0.048485,0.1201,2.3971,-4.0575,-1.33E-04,0,0,0,0,-0.71125,7.62,45.604,1.2363,-1.5708,2,14.947,0.98604,0.16649,1.63E-08,0,11.867,1.2932
1.2906,8.0926,9.4983,1.5139,9.7064,4.7873,1.14E-07,-0.68304,0.68304,-1.5708,1.9991,4.5417,0.49934,-1.4067,9.7922,0.33531,0,-0.68843,-0.68843,1061.1,71.379,0.083176,2.47E-04,39.859,55.013,-1.9888,0.027907,609637,13.043,0.12886,0.39573,0.51173,0.22715,0.048485,0.1201,2.3996,-4.0598,-4.50E-04,0,0,0,0,-0.71296,7.62,45.604,1.2356,-1.5708,2,14.947,0.98599,0.16683,1.63E-08,0,11.892,1.2931
1.2916,8.1021,9.4998,1.507,9.7088,4.7921,1.14E-07,-0.68504,0.68504,-1.5708,2.0036,4.5489,0.49934,-1.4067,9.7922,0.33552,0,-0.68937,-0.68937,1061,71.372,0.08318,2.47E-04,39.864,55.014,-1.9882,0.027911,609734,13.039,0.12889,0.39573,0.51169,0.22714,0.048485,0.1201,2.4021,-4.0611,-9.58E-05,0,0,0,0,-0.71467,7.62,45.604,1.2349,-1.5708,2,14.947,0.98593,0.16716,1.62E-08,0,11.916,1.2931
