# Time (s),Vertical acceleration (m/s²),Pitch rate (rad/s)
4.137,0.53887,7.522
4.138,0.5405,7.5217
4.139,0.54212,7.5221
4.14,0.54372,7.522
4.141,0.54532,7.5222
4.142,0.54689,7.522
4.143,0.54846,7.5222
4.144,0.55001,7.5223
4.145,0.55155,7.5221
4.146,0.55308,7.5222
4.147,0.5546,7.5222
4.148,0.5561,7.5223
4.149,0.5576,7.5221
4.15,0.55908,7.5221
4.151,0.56054,7.5223
4.152,0.562,7.5222
4.153,0.56345,7.5224
4.154,0.56488,7.5223
4.155,0.5663,7.5221
4.156,0.56771,7.522
4.157,0.56911,7.5222
4.158,0.5705,7.5223
4.159,0.57188,7.5223
4.16,0.57324,7.522
4.161,0.5746,7.5218
4.162,0.57594,7.5217
4.163,0.57728,7.5217
4.164,0.5786,7.522
4.165,0.57992,7.5219
4.166,0.58122,7.5218
4.167,0.58251,7.5214
4.168,0.5838,7.5214
4.169,0.58507,7.5215
4.17,0.58634,7.5213
4.171,0.58759,7.5212
4.172,0.58884,7.5214
4.173,0.59007,7.521
4.174,0.5913,7.5212
4.175,0.59252,7.5212
4.176,0.59372,7.5211
4.177,0.59492,7.5209
4.178,0.59611,7.521
4.179,0.5973,7.5207
4.18,0.59847,7.5208
4.181,0.59964,7.5205
4.182,0.60079,7.5205
4.183,0.60194,7.5204
4.184,0.60309,7.5202
4.185,0.60422,7.5203
4.186,0.60534,7.5205
4.187,0.60646,7.5202
4.188,0.60757,7.52
4.189,0.60868,7.5201
4.19,0.60977,7.5198
4.191,0.61086,7.5201
4.192,0.61194,7.52
4.193,0.61302,7.5199
4.194,0.61409,7.5198
4.195,0.61515,7.5195
4.196,0.61621,7.5195
4.197,0.61726,7.5197
4.198,0.6183,7.5197
4.199,0.61934,7.5194
4.2,0.62037,7.5194
4.201,0.62139,7.5193
4.202,0.62241,7.5196
4.203,0.62343,7.5195
4.204,0.62443,7.5197
4.205,0.62544,7.5197
4.206,0.62643,7.5196
4.207,0.62743,7.5196
4.208,0.62842,7.5193
4.209,0.6294,7.5196
4.21,0.63038,7.5195
4.211,0.63135,7.5194
4.212,0.63232,7.5195
4.213,0.63328,7.5198
4.214,0.63424,7.5197
4.215,0.6352,7.5197
4.216,0.63615,7.52
4.217,0.6371,7.5198
4.218,0.63805,7.52
4.219,0.63899,7.5203
4.22,0.63992,7.5204
4.221,0.64086,7.52
4.222,0.64179,7.5203
4.223,0.64271,7.5204
4.224,0.64364,7.5204
4.225,0.64456,7.5208
4.226,0.64548,7.5206
4.227,0.64639,7.521
4.228,0.64731,7.5211
4.229,0.64822,7.5214
4.23,0.64912,7.5214
4.231,0.65003,7.5216
4.232,0.65093,7.5218
4.233,0.65183,7.5221
4.234,0.65273,7.5222
4.235,0.65363,7.5223
4.236,0.65452,7.5225
4.237,0.65541,7.5229
4.238,0.6563,7.523
4.239,0.65719,7.5235
4.24,0.65808,7.5236
4.241,0.65897,7.524
4.242,0.65985,7.5242
4.243,0.66074,7.5245
4.244,0.66162,7.5246
4.245,0.6625,7.5251
4.246,0.66338,7.5252
4.247,0.66426,7.5257
4.248,0.66514,7.5259
4.249,0.66602,7.5266
4.25,0.66689,7.5268
4.251,0.66777,7.5272
4.252,0.66865,7.5275
4.253,0.66952,7.5278
4.254,0.6704,7.5286
4.255,0.67127,7.5286
4.256,0.67215,7.529
4.257,0.67302,7.5297
4.258,0.6739,7.53
4.259,0.67477,7.5308
4.26,0.67565,7.5312
4.261,0.67652,7.5317
4.262,0.6774,7.5319
4.263,0.67827,7.5327
4.264,0.67915,7.5329
4.265,0.68002,7.5336
4.266,0.6809,7.5344
4.267,0.68177,7.5347
4.268,0.68265,7.5354
4.269,0.68353,7.536
4.27,0.68441,7.5366
4.271,0.68529,7.5373
4.272,0.68616,7.5379
4.273,0.68704,7.5386
4.274,0.68793,7.5393
4.275,0.68881,7.5397
4.276,0.68969,7.5406
4.277,0.69057,7.5411
4.278,0.69146,7.5417
4.279,0.69234,7.5424
4.28,0.69323,7.5435
4.281,0.69412,7.544
4.282,0.695,7.5448
4.283,0.69589,7.5457
4.284,0.69678,7.5463
4.285,0.69768,7.5472
4.286,0.69857,7.5481
4.287,0.69946,7.5489
4.288,0.70036,7.5498
4.289,0.70125,7.5503
4.29,0.70215,7.5515
4.291,0.70305,7.5525
4.292,0.70395,7.5534
4.293,0.70485,7.5542
4.294,0.70575,7.555
4.295,0.70665,7.5562
4.296,0.70756,7.557
4.297,0.70846,7.5581
4.298,0.70937,7.5589
4.299,0.71028,7.5598
4.3,0.71119,7.5612
4.301,0.7121,7.5618
4.302,0.71301,7.5628
4.303,0.71392,7.5643
4.304,0.71484,7.5651
4.305,0.71575,7.5662
4.306,0.71667,7.5675
4.307,0.71759,7.5686
4.308,0.71851,7.5697
4.309,0.71943,7.5708
4.31,0.72035,7.572
4.311,0.72127,7.573
4.312,0.72219,7.5743
4.313,0.72311,7.5757
4.314,0.72404,7.5768
4.315,0.72496,7.5779
4.316,0.72589,7.5793
4.317,0.72682,7.5804
4.318,0.72775,7.582
4.319,0.72867,7.5833
4.32,0.7296,7.5844
4.321,0.73053,7.5852
4.322,0.73146,7.5863
4.323,0.73239,7.5872
4.324,0.73333,7.5884
4.325,0.73426,7.589
4.326,0.73519,7.5897
4.327,0.73612,7.5908
4.328,0.73705,7.5913
4.329,0.73799,7.5917
4.33,0.73892,7.5921
4.331,0.73985,7.5926
4.332,0.74079,7.5929
4.333,0.74172,7.5935
4.334,0.74265,7.5934
4.335,0.74358,7.5938
4.336,0.74451,7.5941
4.337,0.74545,7.5938
4.338,0.74638,7.5937
4.339,0.74731,7.5935
4.34,0.74824,7.5936
4.341,0.74917,7.5933
4.342,0.75009,7.5927
4.343,0.75102,7.5924
4.344,0.75195,7.5922
4.345,0.75287,7.5917
4.346,0.75379,7.5908
4.347,0.75472,7.5902
4.348,0.75564,7.5894
4.349,0.75656,7.5888
4.35,0.75747,7.5881
4.351,0.75839,7.5868
4.352,0.7593,7.5862
4.353,0.76022,7.585
4.354,0.76113,7.5838
4.355,0.76203,7.5826
4.356,0.76294,7.5812
4.357,0.76384,7.58
4.358,0.76474,7.5783
4.359,0.76564,7.5769
4.36,0.76654,7.5755
4.361,0.76743,7.574
4.362,0.76832,7.5723
4.363,0.7692,7.5703
4.364,0.77008,7.5683
4.365,0.77096,7.5666
4.366,0.77184,7.5648
4.367,0.77271,7.5626
4.368,0.77358,7.5603
4.369,0.77444,7.5582
4.37,0.7753,7.5563
4.371,0.77616,7.5537
4.372,0.77701,7.5514
4.373,0.77786,7.5487
4.374,0.7787,7.5463
4.375,0.77953,7.5439
4.376,0.78037,7.5413
4.377,0.78119,7.5385
4.378,0.78201,7.5355
4.379,0.78283,7.5328
4.38,0.78364,7.5299
4.381,0.78444,7.5269
4.382,0.78524,7.5239
4.383,0.78603,7.5206
4.384,0.78682,7.5175
4.385,0.7876,7.514
4.386,0.78837,7.5107
4.387,0.78914,7.5074
4.388,0.7899,7.5036
4.389,0.79065,7.5003
4.39,0.7914,7.4967
4.391,0.79213,7.4929
4.392,0.79286,7.4889
4.393,0.79359,7.4853
4.394,0.7943,7.4815
4.395,0.79501,7.4773
4.396,0.7957,7.4732
4.397,0.79639,7.4691
4.398,0.79707,7.4648
4.399,0.79775,7.4606
4.4,0.79841,7.4563
4.401,0.79906,7.4519
4.402,0.79971,7.4474
4.403,0.80034,7.4427
4.404,0.80097,7.4382
4.405,0.80158,7.4334
4.406,0.80218,7.4286
4.407,0.80278,7.424
4.408,0.80336,7.4191
4.409,0.80394,7.4144
4.41,0.8045,7.4091
4.411,0.80505,7.4038
4.412,0.80559,7.3986
4.413,0.80612,7.3938
4.414,0.80663,7.3881
4.415,0.80714,7.3827
4.416,0.80763,7.3773
4.417,0.80811,7.3717
4.418,0.80858,7.3663
4.419,0.80904,7.3605
4.42,0.80948,7.3547
4.421,0.80991,7.349
4.422,0.81033,7.3435
4.423,0.81073,7.3372
4.424,0.81112,7.3313
4.425,0.8115,7.3251
4.426,0.81186,7.3192
4.427,0.8122,7.3127
4.428,0.81254,7.3065
4.429,0.81286,7.3002
4.43,0.81316,7.2937
4.431,0.81345,7.2872
4.432,0.81372,7.2808
4.433,0.81398,7.2738
4.434,0.81422,7.267
4.435,0.81445,7.2605
4.436,0.81466,7.2534
4.437,0.81486,7.2466
4.438,0.81504,7.2397
4.439,0.8152,7.2326
4.44,0.81534,7.2257
4.441,0.81547,7.2182
4.442,0.81558,7.2108
4.443,0.81568,7.2037
4.444,0.81575,7.1963
4.445,0.81581,7.1889
4.446,0.81585,7.1811
4.447,0.81587,7.1736
4.448,0.81588,7.1658
4.449,0.81586,7.158
4.45,0.81583,7.15
4.451,0.81578,7.1424
